Vehicle,Date,Type,SessionId,StartTime,EndTime,Duration,DataLines,StartLine,EndLine
DOBACK028,20251001,ROTATIVO,11,2025-10-01T20:46:14.000Z,2025-10-01T20:46:14.000Z,null,1,505,507
DOBACK028,20251001,ROTATIVO,12,2025-10-01T20:48:48.000Z,2025-10-01T20:50:33.000Z,105,8,508,517
DOBACK028,20251001,ROTATIVO,13,2025-10-01T20:52:01.000Z,2025-10-01T21:27:32.000Z,2131,143,518,662
DOBACK028,20251001,ROTATIVO,14,2025-10-01T21:32:17.000Z,2025-10-01T21:40:33.000Z,496,34,663,698
DOBACK028,20251002,ROTATIVO,1,2025-10-02T07:06:42.000Z,2025-10-02T07:06:42.000Z,null,1,1,3
DOBACK028,20251002,ROTATIVO,2,2025-10-02T08:41:26.000Z,2025-10-02T08:41:26.000Z,null,1,4,6
DOBACK028,20251002,ROTATIVO,3,2025-10-02T08:44:02.000Z,2025-10-02T09:29:34.000Z,2732,183,7,191
DOBACK028,20251002,ROTATIVO,4,2025-10-02T11:00:31.000Z,2025-10-02T11:00:31.000Z,null,1,192,194
DOBACK028,20251002,ROTATIVO,5,2025-10-02T11:02:33.000Z,2025-10-02T11:02:33.000Z,null,1,195,197
DOBACK028,20251002,ROTATIVO,6,2025-10-02T11:05:06.000Z,2025-10-02T11:48:23.000Z,2597,174,198,373
DOBACK028,20251002,ROTATIVO,7,2025-10-02T11:50:02.000Z,2025-10-02T11:55:46.000Z,344,20,374,395
DOBACK028,20251002,ROTATIVO,8,2025-10-02T11:56:05.000Z,2025-10-02T11:56:20.000Z,15,2,396,399
DOBACK028,20251003,ROTATIVO,1,2025-10-03T07:07:14.000Z,2025-10-03T07:07:14.000Z,null,1,1,3
DOBACK028,20251003,ROTATIVO,2,2025-10-03T07:14:48.000Z,2025-10-03T07:14:48.000Z,null,1,4,6
DOBACK028,20251003,ROTATIVO,3,2025-10-03T07:17:21.000Z,2025-10-03T07:17:21.000Z,null,1,7,9
DOBACK028,20251003,ROTATIVO,4,2025-10-03T07:18:38.000Z,2025-10-03T07:23:09.000Z,271,19,10,30
DOBACK028,20251003,ROTATIVO,5,2025-10-03T07:28:14.000Z,2025-10-03T07:29:44.000Z,90,7,31,39
DOBACK028,20251003,ROTATIVO,6,2025-10-03T07:31:22.000Z,2025-10-03T07:41:52.000Z,630,43,40,84
DOBACK028,20251003,ROTATIVO,7,2025-10-03T07:43:13.000Z,2025-10-03T07:46:13.000Z,180,13,85,99
DOBACK028,20251003,ROTATIVO,8,2025-10-03T07:49:13.000Z,2025-10-03T07:49:29.000Z,16,2,100,103
DOBACK028,20251003,ROTATIVO,9,2025-10-03T07:54:06.000Z,2025-10-03T08:02:54.000Z,528,36,104,141
DOBACK028,20251003,ROTATIVO,10,2025-10-03T08:04:18.000Z,2025-10-03T08:04:18.000Z,null,1,142,144
DOBACK028,20251003,ROTATIVO,11,2025-10-03T08:26:44.000Z,2025-10-03T08:26:44.000Z,null,1,145,147
DOBACK028,20251003,ROTATIVO,12,2025-10-03T08:29:17.000Z,2025-10-03T08:33:03.000Z,226,16,148,165
DOBACK028,20251003,ROTATIVO,13,2025-10-03T08:39:18.000Z,2025-10-03T08:43:03.000Z,225,16,166,183
DOBACK028,20251003,ROTATIVO,14,2025-10-03T10:41:10.000Z,2025-10-03T11:08:57.000Z,1667,112,184,297
DOBACK028,20251003,ROTATIVO,15,2025-10-03T11:09:07.000Z,2025-10-03T11:09:07.000Z,null,1,298,300
DOBACK028,20251003,ROTATIVO,16,2025-10-03T17:07:00.000Z,2025-10-03T17:07:00.000Z,null,1,301,303
DOBACK028,20251003,ROTATIVO,17,2025-10-03T17:09:32.000Z,2025-10-03T17:17:02.000Z,450,31,304,336
DOBACK028,20251003,ROTATIVO,18,2025-10-03T19:00:36.000Z,2025-10-03T19:08:52.000Z,496,34,337,372
DOBACK028,20251004,ROTATIVO,1,2025-10-04T07:32:50.000Z,2025-10-04T07:44:05.000Z,675,46,1,48
DOBACK028,20251004,ROTATIVO,2,2025-10-04T08:09:41.000Z,2025-10-04T08:09:41.000Z,null,1,49,51
DOBACK028,20251004,ROTATIVO,3,2025-10-04T08:14:05.000Z,2025-10-04T08:21:21.000Z,436,30,52,83
DOBACK028,20251004,ROTATIVO,4,2025-10-04T12:08:40.000Z,2025-10-04T12:08:40.000Z,null,1,84,86
DOBACK028,20251004,ROTATIVO,5,2025-10-04T12:11:14.000Z,2025-10-04T12:13:29.000Z,135,10,87,98
DOBACK028,20251004,ROTATIVO,6,2025-10-04T12:14:39.000Z,2025-10-04T12:17:24.000Z,165,12,99,112
DOBACK028,20251004,ROTATIVO,7,2025-10-04T12:18:28.000Z,2025-10-04T12:41:14.000Z,1366,92,113,206
DOBACK028,20251004,ROTATIVO,8,2025-10-04T12:49:19.000Z,2025-10-04T12:49:19.000Z,null,1,207,209
DOBACK028,20251005,ROTATIVO,1,2025-10-05T02:15:19.000Z,2025-10-05T02:15:19.000Z,null,1,1,3
DOBACK028,20251005,ROTATIVO,2,2025-10-05T02:17:51.000Z,2025-10-05T02:20:22.000Z,151,11,4,16
DOBACK028,20251005,ROTATIVO,3,2025-10-05T06:05:40.000Z,2025-10-05T06:05:40.000Z,null,1,17,19
DOBACK028,20251005,ROTATIVO,4,2025-10-05T06:08:13.000Z,2025-10-05T06:15:14.000Z,421,29,20,50
DOBACK028,20251005,ROTATIVO,5,2025-10-05T06:16:31.000Z,2025-10-05T06:24:01.000Z,450,31,51,83
DOBACK028,20251005,ROTATIVO,6,2025-10-05T06:27:51.000Z,2025-10-05T06:29:36.000Z,105,8,84,93
DOBACK028,20251005,ROTATIVO,7,2025-10-05T06:30:41.000Z,2025-10-05T06:30:41.000Z,null,1,94,96
DOBACK028,20251005,ROTATIVO,8,2025-10-05T06:34:08.000Z,2025-10-05T06:34:09.000Z,1,1,97,99
DOBACK028,20251005,ROTATIVO,9,2025-10-05T07:03:13.000Z,2025-10-05T07:03:13.000Z,null,1,100,102
DOBACK028,20251005,ROTATIVO,10,2025-10-05T07:34:42.000Z,2025-10-05T07:34:42.000Z,null,1,103,105
DOBACK028,20251005,ROTATIVO,11,2025-10-05T07:37:17.000Z,2025-10-05T08:14:49.000Z,2252,151,106,258
DOBACK028,20251005,ROTATIVO,12,2025-10-05T08:15:52.000Z,2025-10-05T08:31:08.000Z,916,62,259,322
DOBACK028,20251005,ROTATIVO,13,2025-10-05T19:38:12.000Z,2025-10-05T19:47:58.000Z,586,40,323,364
DOBACK028,20251005,ROTATIVO,14,2025-10-05T19:49:11.000Z,2025-10-05T19:49:11.000Z,null,1,365,367
DOBACK028,20251005,ROTATIVO,15,2025-10-05T19:50:30.000Z,2025-10-05T19:50:30.000Z,null,1,368,370
DOBACK028,20251005,ROTATIVO,16,2025-10-05T19:51:43.000Z,2025-10-05T19:51:44.000Z,1,1,371,373
DOBACK028,20251005,ROTATIVO,17,2025-10-05T20:28:47.000Z,2025-10-05T20:28:47.000Z,null,1,374,376
DOBACK028,20251005,ROTATIVO,18,2025-10-05T20:30:22.000Z,2025-10-05T20:39:53.000Z,571,39,377,417
DOBACK028,20251005,ROTATIVO,19,2025-10-05T20:41:12.000Z,2025-10-05T20:41:12.000Z,null,1,418,420
DOBACK028,20251005,ROTATIVO,20,2025-10-05T20:42:24.000Z,2025-10-05T20:42:24.000Z,null,1,421,423
DOBACK028,20251005,ROTATIVO,21,2025-10-05T20:44:56.000Z,2025-10-05T20:45:11.000Z,15,2,424,427
DOBACK028,20251005,ROTATIVO,22,2025-10-05T20:46:25.000Z,2025-10-05T20:46:55.000Z,30,3,428,432
DOBACK028,20251005,ROTATIVO,23,2025-10-05T20:48:12.000Z,2025-10-05T20:48:27.000Z,15,2,433,436
DOBACK028,20251006,ROTATIVO,1,2025-10-06T03:36:57.000Z,2025-10-06T03:36:57.000Z,null,1,1,3
DOBACK028,20251006,ROTATIVO,2,2025-10-06T03:39:32.000Z,2025-10-06T03:57:48.000Z,1096,74,4,79
DOBACK028,20251006,ROTATIVO,3,2025-10-06T03:59:02.000Z,2025-10-06T03:59:02.000Z,null,1,80,82
DOBACK028,20251006,ROTATIVO,4,2025-10-06T04:00:17.000Z,2025-10-06T04:01:17.000Z,60,5,83,89
DOBACK028,20251006,ROTATIVO,5,2025-10-06T04:02:39.000Z,2025-10-06T04:02:39.000Z,null,1,90,92
DOBACK028,20251006,ROTATIVO,6,2025-10-06T04:03:48.000Z,2025-10-06T04:03:48.000Z,null,1,93,95
DOBACK028,20251006,ROTATIVO,7,2025-10-06T04:05:04.000Z,2025-10-06T04:05:04.000Z,null,1,96,98
DOBACK028,20251006,ROTATIVO,8,2025-10-06T04:06:22.000Z,2025-10-06T04:06:22.000Z,null,1,99,101
DOBACK028,20251006,ROTATIVO,9,2025-10-06T04:07:48.000Z,2025-10-06T04:08:03.000Z,15,2,102,105
DOBACK028,20251006,ROTATIVO,10,2025-10-06T04:09:10.000Z,2025-10-06T04:09:10.000Z,null,1,106,108
DOBACK028,20251006,ROTATIVO,11,2025-10-06T04:10:32.000Z,2025-10-06T04:11:02.000Z,30,3,109,113
DOBACK028,20251006,ROTATIVO,12,2025-10-06T04:12:23.000Z,2025-10-06T04:12:23.000Z,null,1,114,116
DOBACK028,20251006,ROTATIVO,13,2025-10-06T04:13:52.000Z,2025-10-06T04:14:23.000Z,31,3,117,121
DOBACK028,20251006,ROTATIVO,14,2025-10-06T04:15:37.000Z,2025-10-06T04:15:52.000Z,15,2,122,125
DOBACK028,20251006,ROTATIVO,15,2025-10-06T04:17:14.000Z,2025-10-06T04:17:14.000Z,null,1,126,128
DOBACK028,20251006,ROTATIVO,16,2025-10-06T04:18:30.000Z,2025-10-06T04:18:30.000Z,null,1,129,131
DOBACK028,20251006,ROTATIVO,17,2025-10-06T04:19:48.000Z,2025-10-06T04:20:03.000Z,15,2,132,135
DOBACK028,20251006,ROTATIVO,18,2025-10-06T04:21:12.000Z,2025-10-06T04:21:42.000Z,30,3,136,140
DOBACK028,20251006,ROTATIVO,19,2025-10-06T04:22:50.000Z,2025-10-06T04:22:50.000Z,null,1,141,143
DOBACK028,20251006,ROTATIVO,20,2025-10-06T04:24:13.000Z,2025-10-06T04:24:28.000Z,15,2,144,147
DOBACK028,20251006,ROTATIVO,21,2025-10-06T04:25:40.000Z,2025-10-06T04:25:40.000Z,null,1,148,150
DOBACK028,20251006,ROTATIVO,22,2025-10-06T04:27:08.000Z,2025-10-06T04:27:08.000Z,null,1,151,153
DOBACK028,20251006,ROTATIVO,23,2025-10-06T04:28:26.000Z,2025-10-06T04:28:26.000Z,null,1,154,156
DOBACK028,20251006,ROTATIVO,24,2025-10-06T04:29:43.000Z,2025-10-06T04:31:28.000Z,105,8,157,166
DOBACK028,20251006,ROTATIVO,25,2025-10-06T04:32:33.000Z,2025-10-06T04:32:33.000Z,null,1,167,169
DOBACK028,20251006,ROTATIVO,26,2025-10-06T04:33:56.000Z,2025-10-06T04:33:56.000Z,null,1,170,172
DOBACK028,20251006,ROTATIVO,27,2025-10-06T04:35:12.000Z,2025-10-06T04:35:12.000Z,null,1,173,175
DOBACK028,20251006,ROTATIVO,28,2025-10-06T04:36:29.000Z,2025-10-06T04:36:44.000Z,15,2,176,179
DOBACK028,20251006,ROTATIVO,29,2025-10-06T04:37:55.000Z,2025-10-06T04:37:55.000Z,null,1,180,182
DOBACK028,20251006,ROTATIVO,30,2025-10-06T04:39:12.000Z,2025-10-06T04:39:42.000Z,30,3,183,187
DOBACK028,20251006,ROTATIVO,31,2025-10-06T04:41:01.000Z,2025-10-06T04:41:01.000Z,null,1,188,190
DOBACK028,20251006,ROTATIVO,32,2025-10-06T04:42:20.000Z,2025-10-06T04:42:20.000Z,null,1,191,193
DOBACK028,20251006,ROTATIVO,33,2025-10-06T04:43:36.000Z,2025-10-06T04:43:36.000Z,null,1,194,196
DOBACK028,20251006,ROTATIVO,34,2025-10-06T04:45:05.000Z,2025-10-06T04:45:50.000Z,45,4,197,202
DOBACK028,20251006,ROTATIVO,35,2025-10-06T04:47:01.000Z,2025-10-06T04:47:01.000Z,null,1,203,205
DOBACK028,20251006,ROTATIVO,36,2025-10-06T04:48:19.000Z,2025-10-06T04:48:19.000Z,null,1,206,208
DOBACK028,20251006,ROTATIVO,37,2025-10-06T04:49:36.000Z,2025-10-06T04:49:36.000Z,null,1,209,211
DOBACK028,20251006,ROTATIVO,38,2025-10-06T04:50:54.000Z,2025-10-06T04:50:54.000Z,null,1,212,214
DOBACK028,20251006,ROTATIVO,39,2025-10-06T04:52:12.000Z,2025-10-06T04:56:27.000Z,255,18,215,234
DOBACK028,20251006,ROTATIVO,40,2025-10-06T04:57:39.000Z,2025-10-06T04:57:39.000Z,null,1,235,237
DOBACK028,20251006,ROTATIVO,41,2025-10-06T04:59:03.000Z,2025-10-06T04:59:18.000Z,15,2,238,241
DOBACK028,20251006,ROTATIVO,42,2025-10-06T05:00:25.000Z,2025-10-06T05:00:25.000Z,null,1,242,244
DOBACK028,20251006,ROTATIVO,43,2025-10-06T05:01:45.000Z,2025-10-06T05:01:45.000Z,null,1,245,247
DOBACK028,20251006,ROTATIVO,44,2025-10-06T05:03:00.000Z,2025-10-06T05:03:30.000Z,30,3,248,252
DOBACK028,20251006,ROTATIVO,45,2025-10-06T05:04:46.000Z,2025-10-06T05:04:46.000Z,null,1,253,255
DOBACK028,20251006,ROTATIVO,46,2025-10-06T05:06:02.000Z,2025-10-06T05:06:02.000Z,null,1,256,258
DOBACK028,20251006,ROTATIVO,47,2025-10-06T05:07:21.000Z,2025-10-06T05:07:21.000Z,null,1,259,261
DOBACK028,20251006,ROTATIVO,48,2025-10-06T05:08:40.000Z,2025-10-06T05:08:40.000Z,null,1,262,264
DOBACK028,20251006,ROTATIVO,49,2025-10-06T05:09:58.000Z,2025-10-06T05:10:13.000Z,15,2,265,268
DOBACK028,20251006,ROTATIVO,50,2025-10-06T05:11:24.000Z,2025-10-06T05:13:24.000Z,120,9,269,279
DOBACK028,20251006,ROTATIVO,51,2025-10-06T05:14:42.000Z,2025-10-06T05:25:43.000Z,661,45,280,326
DOBACK028,20251006,ROTATIVO,52,2025-10-06T05:27:03.000Z,2025-10-06T05:34:48.000Z,465,32,327,360
DOBACK028,20251006,ROTATIVO,53,2025-10-06T08:25:09.000Z,2025-10-06T08:25:09.000Z,null,1,361,363
DOBACK028,20251006,ROTATIVO,54,2025-10-06T08:27:41.000Z,2025-10-06T09:31:29.000Z,3828,256,364,621
DOBACK028,20251006,ROTATIVO,55,2025-10-06T09:32:40.000Z,2025-10-06T09:33:10.000Z,30,3,622,626
DOBACK028,20251006,ROTATIVO,56,2025-10-06T09:34:23.000Z,2025-10-06T09:34:23.000Z,null,1,627,629
DOBACK028,20251006,ROTATIVO,57,2025-10-06T09:35:37.000Z,2025-10-06T09:35:52.000Z,15,2,630,633
DOBACK028,20251006,ROTATIVO,58,2025-10-06T15:01:00.000Z,2025-10-06T15:01:00.000Z,null,1,634,636
DOBACK028,20251006,ROTATIVO,59,2025-10-06T15:03:33.000Z,2025-10-06T15:04:50.000Z,77,6,637,644
DOBACK028,20251006,ROTATIVO,60,2025-10-06T15:06:07.000Z,2025-10-06T15:06:07.000Z,null,1,645,647
DOBACK028,20251006,ROTATIVO,61,2025-10-06T15:07:16.000Z,2025-10-06T15:23:47.000Z,991,67,648,716
DOBACK028,20251006,ROTATIVO,62,2025-10-06T15:24:55.000Z,2025-10-06T15:25:10.000Z,15,2,717,720
DOBACK028,20251007,ROTATIVO,1,2025-10-07T06:59:14.000Z,2025-10-07T06:59:14.000Z,null,1,1,3
DOBACK028,20251007,ROTATIVO,2,2025-10-07T07:01:49.000Z,2025-10-07T07:02:49.000Z,60,5,4,10
DOBACK028,20251007,ROTATIVO,3,2025-10-07T07:03:58.000Z,2025-10-07T07:12:58.000Z,540,37,11,49
DOBACK028,20251007,ROTATIVO,4,2025-10-07T07:14:12.000Z,2025-10-07T07:16:12.000Z,120,9,50,60
DOBACK028,20251007,ROTATIVO,5,2025-10-07T07:17:32.000Z,2025-10-07T07:17:32.000Z,null,1,61,63
DOBACK028,20251007,ROTATIVO,6,2025-10-07T07:20:05.000Z,2025-10-07T07:20:05.000Z,null,1,64,66
DOBACK028,20251007,ROTATIVO,7,2025-10-07T07:21:17.000Z,2025-10-07T07:21:17.000Z,null,1,67,69
DOBACK028,20251007,ROTATIVO,8,2025-10-07T07:23:52.000Z,2025-10-07T07:33:38.000Z,586,40,70,111
DOBACK028,20251007,ROTATIVO,9,2025-10-07T07:34:42.000Z,2025-10-07T07:41:13.000Z,391,27,112,140
DOBACK028,20251007,ROTATIVO,10,2025-10-07T07:42:30.000Z,2025-10-07T07:50:15.000Z,465,32,141,174
DOBACK028,20251007,ROTATIVO,11,2025-10-07T07:51:26.000Z,2025-10-07T07:54:41.000Z,195,14,175,190
DOBACK028,20251007,ROTATIVO,12,2025-10-07T07:58:58.000Z,2025-10-07T07:59:28.000Z,30,3,191,195
DOBACK028,20251007,ROTATIVO,13,2025-10-07T08:00:46.000Z,2025-10-07T08:02:31.000Z,105,8,196,205
DOBACK028,20251007,ROTATIVO,14,2025-10-07T08:07:53.000Z,2025-10-07T08:09:09.000Z,76,6,206,213
DOBACK028,20251007,ROTATIVO,15,2025-10-07T08:22:55.000Z,2025-10-07T08:23:10.000Z,15,2,214,217
DOBACK028,20251007,ROTATIVO,16,2025-10-07T09:05:33.000Z,2025-10-07T09:05:33.000Z,null,1,218,220
DOBACK028,20251007,ROTATIVO,17,2025-10-07T09:08:05.000Z,2025-10-07T09:22:06.000Z,841,57,221,279
DOBACK028,20251007,ROTATIVO,18,2025-10-07T10:24:41.000Z,2025-10-07T10:24:41.000Z,null,1,280,282
DOBACK028,20251007,ROTATIVO,19,2025-10-07T10:27:13.000Z,2025-10-07T10:45:00.000Z,1067,72,283,356
DOBACK028,20251007,ROTATIVO,20,2025-10-07T10:46:05.000Z,2025-10-07T10:46:05.000Z,null,1,357,359
DOBACK028,20251007,ROTATIVO,21,2025-10-07T11:34:34.000Z,2025-10-07T11:34:34.000Z,null,1,360,362
DOBACK028,20251007,ROTATIVO,22,2025-10-07T11:37:06.000Z,2025-10-07T12:09:53.000Z,1967,132,363,496
DOBACK028,20251007,ROTATIVO,23,2025-10-07T12:11:09.000Z,2025-10-07T12:17:24.000Z,375,26,497,524
DOBACK028,20251007,ROTATIVO,24,2025-10-07T12:18:36.000Z,2025-10-07T12:24:51.000Z,375,26,525,552
DOBACK028,20251007,ROTATIVO,25,2025-10-07T14:37:07.000Z,2025-10-07T14:37:07.000Z,null,1,553,555
DOBACK028,20251007,ROTATIVO,26,2025-10-07T14:39:39.000Z,2025-10-07T14:59:11.000Z,1172,79,556,636
DOBACK028,20251007,ROTATIVO,27,2025-10-07T15:00:20.000Z,2025-10-07T15:09:51.000Z,571,39,637,677
DOBACK028,20251007,ROTATIVO,28,2025-10-07T15:11:05.000Z,2025-10-07T15:26:21.000Z,916,62,678,741
DOBACK028,20251008,ROTATIVO,1,2025-10-07T22:32:47.000Z,2025-10-07T23:02:48.000Z,1801,121,1,123
DOBACK028,20251008,ROTATIVO,2,2025-10-08T02:02:39.000Z,2025-10-08T04:20:17.000Z,8258,551,124,676
DOBACK028,20251008,ROTATIVO,3,2025-10-08T04:24:52.000Z,2025-10-08T04:38:26.000Z,814,55,677,733
DOBACK028,20251008,ROTATIVO,4,2025-10-08T04:58:07.000Z,2025-10-08T05:07:38.000Z,571,39,734,774
DOBACK028,20251008,ROTATIVO,5,2025-10-08T05:08:51.000Z,2025-10-08T05:11:52.000Z,181,13,775,789
DOBACK028,20251008,ROTATIVO,6,2025-10-08T05:13:04.000Z,2025-10-08T05:13:04.000Z,null,1,790,792
DOBACK028,20251008,ROTATIVO,7,2025-10-08T05:15:36.000Z,2025-10-08T05:51:23.000Z,2147,144,793,938
DOBACK028,20251008,ROTATIVO,8,2025-10-08T05:51:43.000Z,2025-10-08T05:54:10.000Z,147,7,939,947
DOBACK028,20251008,ROTATIVO,9,2025-10-08T05:54:17.000Z,2025-10-08T06:07:46.000Z,809,51,948,1000
DOBACK028,20251008,ROTATIVO,10,2025-10-08T06:08:00.000Z,2025-10-08T06:16:43.000Z,523,32,1001,1034
DOBACK028,20251008,ROTATIVO,11,2025-10-08T07:18:51.000Z,2025-10-08T07:18:51.000Z,null,1,1035,1037
DOBACK028,20251008,ROTATIVO,12,2025-10-08T07:21:23.000Z,2025-10-08T07:32:39.000Z,676,46,1038,1085
DOBACK028,20251008,ROTATIVO,13,2025-10-08T07:49:28.000Z,2025-10-08T07:49:28.000Z,null,1,1086,1088
DOBACK028,20251008,ROTATIVO,14,2025-10-08T08:10:32.000Z,2025-10-08T08:10:32.000Z,null,1,1089,1091
DOBACK028,20251008,ROTATIVO,15,2025-10-08T08:15:00.000Z,2025-10-08T08:15:00.000Z,null,1,1092,1094
DOBACK028,20251008,ROTATIVO,16,2025-10-08T10:52:13.000Z,2025-10-08T11:43:16.000Z,3063,205,1095,1301
DOBACK028,20251008,ROTATIVO,17,2025-10-08T15:59:57.000Z,2025-10-08T15:59:57.000Z,null,1,1302,1304
DOBACK028,20251008,ROTATIVO,18,2025-10-08T16:02:28.000Z,2025-10-08T16:15:15.000Z,767,52,1305,1358
DOBACK028,20251008,ROTATIVO,19,2025-10-08T16:16:24.000Z,2025-10-08T16:19:24.000Z,180,13,1359,1373
DOBACK028,20251008,ROTATIVO,20,2025-10-08T16:23:07.000Z,2025-10-08T16:26:22.000Z,195,14,1374,1389
DOBACK028,20251008,ROTATIVO,21,2025-10-08T21:07:01.000Z,2025-10-08T21:07:01.000Z,null,1,1390,1392
DOBACK028,20251008,ROTATIVO,22,2025-10-08T21:09:43.000Z,2025-10-08T21:36:15.000Z,1592,107,1393,1501
