Vehicle,Date,Type,SessionId,StartTime,EndTime,Duration,DataLines,StartLine,EndLine
DOBACK028,20251003,estabilidad,10,null,null,null,1349,23828,25312
DOBACK028,20251003,estabilidad,11,null,null,null,4437,25313,30194
DOBACK028,20251003,estabilidad,12,null,null,null,4920,30195,35607
DOBACK028,20251004,estabilidad,1,null,null,null,6769,1,7447
DOBACK028,20251004,estabilidad,2,null,null,null,4319,7448,12199
DOBACK028,20251004,estabilidad,3,null,null,null,0,12200,12200
DOBACK028,20251004,estabilidad,4,null,null,null,1299,12202,13631
DOBACK028,20251004,estabilidad,5,null,null,null,1569,13632,15358
DOBACK028,20251004,estabilidad,6,null,null,null,13567,15359,30283
DOBACK028,20251005,estabilidad,1,null,null,null,1457,1,1604
DOBACK028,20251005,estabilidad,2,null,null,null,4238,1605,6267
DOBACK028,20251005,estabilidad,3,null,null,null,4505,6268,11224
DOBACK028,20251005,estabilidad,4,null,null,null,1019,11225,12346
DOBACK028,20251005,estabilidad,5,null,null,null,22428,12347,37018
DOBACK028,20251005,estabilidad,6,null,null,null,8739,37019,46632
DOBACK028,20251005,estabilidad,7,null,null,null,39,46633,46676
DOBACK028,20251005,estabilidad,8,null,null,null,5861,46677,53125
DOBACK028,20251005,estabilidad,9,null,null,null,7,53126,53134
DOBACK028,20251005,estabilidad,10,null,null,null,8,53135,53144
DOBACK028,20251005,estabilidad,11,null,null,null,7,53145,53153
DOBACK028,20251005,estabilidad,12,null,null,null,5719,53154,59445
DOBACK028,20251005,estabilidad,13,null,null,null,78,59446,59532
DOBACK028,20251005,estabilidad,14,null,null,null,227,59533,59783
DOBACK028,20251005,estabilidad,15,null,null,null,17,59784,59803
DOBACK028,20251006,estabilidad,2,null,null,null,10877,1,11966
DOBACK028,20251006,estabilidad,3,null,null,null,18,11967,11987
DOBACK028,20251006,estabilidad,4,null,null,null,588,11988,12635
DOBACK028,20251006,estabilidad,5,null,null,null,8,12636,12645
DOBACK028,20251006,estabilidad,6,null,null,null,3,12646,12650
DOBACK028,20251006,estabilidad,7,null,null,null,12,12651,12665
DOBACK028,20251006,estabilidad,8,null,null,null,78,12666,12752
DOBACK028,20251006,estabilidad,9,null,null,null,27,12753,12783
DOBACK028,20251006,estabilidad,10,null,null,null,327,12784,13144
DOBACK028,20251006,estabilidad,11,null,null,null,27,13145,13175
DOBACK028,20251006,estabilidad,12,null,null,null,287,13176,13492
DOBACK028,20251006,estabilidad,13,null,null,null,193,13493,13706
DOBACK028,20251006,estabilidad,14,null,null,null,9,13707,13717
DOBACK028,20251006,estabilidad,15,null,null,null,9,13718,13728
DOBACK028,20251006,estabilidad,16,null,null,null,57,13729,13792
DOBACK028,20251006,estabilidad,17,null,null,null,238,13793,14055
DOBACK028,20251006,estabilidad,18,null,null,null,47,14056,14108
DOBACK028,20251006,estabilidad,19,null,null,null,69,14109,14185
DOBACK028,20251006,estabilidad,20,null,null,null,37,14186,14227
DOBACK028,20251006,estabilidad,21,null,null,null,0,14228,14228
DOBACK028,20251006,estabilidad,22,null,null,null,949,14230,15274
DOBACK028,20251006,estabilidad,23,null,null,null,7,15275,15283
DOBACK028,20251006,estabilidad,24,null,null,null,17,15284,15303
DOBACK028,20251006,estabilidad,25,null,null,null,98,15304,15412
DOBACK028,20251006,estabilidad,26,null,null,null,28,15413,15444
DOBACK028,20251006,estabilidad,27,null,null,null,254,15445,15725
DOBACK028,20251006,estabilidad,28,null,null,null,17,15726,15745
DOBACK028,20251006,estabilidad,29,null,null,null,7,15746,15754
DOBACK028,20251006,estabilidad,30,null,null,null,29,15755,15787
DOBACK028,20251006,estabilidad,31,null,null,null,388,15788,16215
DOBACK028,20251006,estabilidad,32,null,null,null,17,16216,16235
DOBACK028,20251006,estabilidad,33,null,null,null,7,16236,16244
DOBACK028,20251006,estabilidad,34,null,null,null,16,16245,16263
DOBACK028,20251006,estabilidad,35,null,null,null,2528,16264,19045
DOBACK028,20251006,estabilidad,36,null,null,null,27,19046,19076
DOBACK028,20251006,estabilidad,37,null,null,null,47,19077,19129
DOBACK028,20251006,estabilidad,38,null,null,null,8,19130,19139
DOBACK028,20251006,estabilidad,39,null,null,null,7,19140,19148
DOBACK028,20251006,estabilidad,40,null,null,null,327,19149,19509
DOBACK028,20251006,estabilidad,41,null,null,null,8,19510,19519
DOBACK028,20251006,estabilidad,42,null,null,null,47,19520,19572
DOBACK028,20251006,estabilidad,43,null,null,null,27,19573,19603
DOBACK028,20251006,estabilidad,44,null,null,null,58,19604,19668
DOBACK028,20251006,estabilidad,45,null,null,null,1243,19669,21037
DOBACK028,20251006,estabilidad,46,null,null,null,6648,21038,28351
DOBACK028,20251006,estabilidad,47,null,null,null,4554,28352,33362
DOBACK028,20251006,estabilidad,48,null,null,null,36827,33363,73873
DOBACK028,20251006,estabilidad,49,null,null,null,208,73874,74103
DOBACK028,20251006,estabilidad,50,null,null,null,54,74104,74164
DOBACK028,20251006,estabilidad,51,null,null,null,768,74165,75010
DOBACK028,20251006,estabilidad,52,null,null,null,9850,75011,85846
DOBACK028,20251006,estabilidad,53,null,null,null,28,85848,85879
DOBACK028,20251007,estabilidad,1,null,null,null,547,1,603
DOBACK028,20251007,estabilidad,2,null,null,null,5400,604,6544
DOBACK028,20251007,estabilidad,3,null,null,null,1252,6546,7924
DOBACK028,20251007,estabilidad,4,null,null,null,5758,7925,14259
DOBACK028,20251007,estabilidad,5,null,null,null,3927,14260,18580
DOBACK028,20251007,estabilidad,6,null,null,null,4617,18581,23660
DOBACK028,20251007,estabilidad,7,null,null,null,1878,23661,25727
DOBACK028,20251007,estabilidad,8,null,null,null,298,25728,26056
DOBACK028,20251007,estabilidad,9,null,null,null,998,26057,27155
DOBACK028,20251007,estabilidad,10,null,null,null,739,27156,27969
DOBACK028,20251007,estabilidad,11,null,null,null,139,27970,28123
DOBACK028,20251007,estabilidad,12,null,null,null,8297,28124,37251
DOBACK028,20251007,estabilidad,13,null,null,null,10567,37252,48876
DOBACK028,20251007,estabilidad,14,null,null,null,19708,48877,70556
DOBACK028,20251007,estabilidad,15,null,null,null,3728,70557,74658
DOBACK028,20251007,estabilidad,16,null,null,null,3697,74659,78726
DOBACK028,20251007,estabilidad,17,null,null,null,11677,78727,91572
DOBACK028,20251007,estabilidad,18,null,null,null,5708,91573,97852
DOBACK028,20251007,estabilidad,19,null,null,null,9128,97853,107894
DOBACK028,20251008,estabilidad,1,null,null,null,13479,1,14828
DOBACK028,20251008,estabilidad,2,null,null,null,54759,14829,75064
DOBACK028,20251008,estabilidad,3,null,null,null,8089,75065,83963
DOBACK028,20251008,estabilidad,4,null,null,null,5718,83964,90254
DOBACK028,20251008,estabilidad,5,null,null,null,1797,90255,92232
DOBACK028,20251008,estabilidad,6,null,null,null,21507,92233,115891
DOBACK028,20251008,estabilidad,7,null,null,null,817,115892,116791
DOBACK028,20251008,estabilidad,8,null,null,null,7409,116792,124942
DOBACK028,20251008,estabilidad,9,null,null,null,4508,124943,129902
DOBACK028,20251008,estabilidad,10,null,null,null,0,129903,129903
DOBACK028,20251008,estabilidad,11,null,null,null,6738,129905,137317
DOBACK028,20251008,estabilidad,12,null,null,null,30659,137318,171043
DOBACK028,20251008,estabilidad,13,null,null,null,7608,171044,179413
DOBACK028,20251008,estabilidad,14,null,null,null,1079,179414,180601
DOBACK028,20251008,estabilidad,15,null,null,null,1927,180602,182722
DOBACK028,20251008,estabilidad,16,null,null,null,15917,182723,200232
DOBACK028,20250930,GPS,1,2025-09-30T17:28:15.000Z,2025-09-30T17:28:15.000Z,null,242,1,244
DOBACK028,20251001,GPS,1,2025-09-30T23:46:08.000Z,2025-09-30T23:46:08.000Z,null,1,1,3
DOBACK028,20251001,GPS,2,2025-09-30T23:48:41.000Z,2025-09-30T23:48:41.000Z,null,75,4,90
DOBACK028,20251001,GPS,3,2025-09-30T23:57:09.000Z,2025-09-30T23:57:09.000Z,null,0,394,394
DOBACK028,20251001,GPS,4,2025-10-01T08:14:53.000Z,2025-10-01T08:14:53.000Z,null,1,3320,3322
DOBACK028,20251001,GPS,5,2025-10-01T08:17:26.000Z,2025-10-01T08:17:26.000Z,null,2,3323,3334
DOBACK028,20251001,GPS,6,2025-10-01T12:08:29.000Z,2025-10-01T12:08:29.000Z,null,2,4570,4573
DOBACK028,20251001,GPS,7,2025-10-01T12:11:02.000Z,2025-10-01T12:11:02.000Z,null,84,4574,4659
DOBACK028,20251001,GPS,8,2025-10-01T12:13:45.000Z,2025-10-01T12:13:45.000Z,null,9,4660,4685
DOBACK028,20251001,GPS,9,2025-10-01T12:36:59.000Z,2025-10-01T12:36:59.000Z,null,0,5809,5809
DOBACK028,20251001,GPS,10,2025-10-01T12:46:26.000Z,2025-10-01T12:46:26.000Z,null,0,6235,6235
DOBACK028,20251001,GPS,11,2025-10-01T20:46:14.000Z,2025-10-01T20:46:14.000Z,null,2,6270,6273
DOBACK028,20251001,GPS,12,2025-10-01T20:48:48.000Z,2025-10-01T20:48:48.000Z,null,105,6274,6380
DOBACK028,20251001,GPS,13,2025-10-01T20:52:03.000Z,2025-10-01T20:52:03.000Z,null,0,6381,6381
DOBACK028,20251001,GPS,14,2025-10-01T21:32:17.000Z,2025-10-01T21:32:17.000Z,null,0,8216,8216
DOBACK028,20251002,GPS,1,2025-10-02T08:41:26.000Z,2025-10-02T08:41:26.000Z,null,5,1,7
DOBACK028,20251002,GPS,2,2025-10-02T08:44:02.000Z,2025-10-02T08:44:02.000Z,null,76,8,85
DOBACK028,20251003,GPS,1,2025-10-03T07:17:21.000Z,2025-10-03T07:17:21.000Z,null,11,1,13
DOBACK028,20251003,GPS,2,2025-10-03T07:18:38.000Z,2025-10-03T07:18:38.000Z,null,51,14,66
DOBACK028,20251003,GPS,3,2025-10-03T07:28:14.000Z,2025-10-03T07:28:14.000Z,null,88,252,341
DOBACK028,20251003,GPS,4,2025-10-03T07:31:22.000Z,2025-10-03T07:31:22.000Z,null,568,342,911
DOBACK028,20251003,GPS,5,2025-10-03T07:43:13.000Z,2025-10-03T07:43:13.000Z,null,159,912,1072
DOBACK028,20251003,GPS,6,2025-10-03T07:49:14.000Z,2025-10-03T07:49:14.000Z,null,13,1073,1087
DOBACK028,20251003,GPS,7,2025-10-03T07:54:06.000Z,2025-10-03T07:54:06.000Z,null,351,1088,1453
DOBACK028,20251003,GPS,8,2025-10-03T08:04:18.000Z,2025-10-03T08:04:18.000Z,null,0,1556,1556
DOBACK028,20251003,GPS,9,2025-10-03T08:26:44.000Z,2025-10-03T08:26:44.000Z,null,2,1564,1567
DOBACK028,20251003,GPS,10,2025-10-03T08:29:17.000Z,2025-10-03T08:29:17.000Z,null,119,1568,1738
DOBACK028,20251003,GPS,11,2025-10-03T08:39:18.000Z,2025-10-03T08:39:18.000Z,null,116,1780,1991
DOBACK028,20251003,GPS,12,2025-10-03T10:41:11.000Z,2025-10-03T10:41:11.000Z,null,226,1992,2219
DOBACK028,20251004,GPS,1,2025-10-04T07:32:50.000Z,2025-10-04T07:32:50.000Z,null,201,1,203
DOBACK028,20251004,GPS,2,2025-10-04T08:14:05.000Z,2025-10-04T08:14:05.000Z,null,191,610,805
DOBACK028,20251004,GPS,3,2025-10-04T12:08:40.000Z,2025-10-04T12:08:40.000Z,null,2,1010,1013
DOBACK028,20251004,GPS,4,2025-10-04T12:11:14.000Z,2025-10-04T12:11:14.000Z,null,103,1014,1118
DOBACK028,20251004,GPS,5,2025-10-04T12:14:39.000Z,2025-10-04T12:14:39.000Z,null,0,1138,1138
DOBACK028,20251004,GPS,6,2025-10-04T12:18:28.000Z,2025-10-04T12:18:28.000Z,null,0,1284,1284
DOBACK028,20251005,GPS,1,2025-10-05T02:15:19.000Z,2025-10-05T02:15:19.000Z,null,2,1,4
DOBACK028,20251005,GPS,2,2025-10-05T02:17:51.000Z,2025-10-05T02:17:51.000Z,null,137,5,143
DOBACK028,20251005,GPS,3,2025-10-05T06:05:41.000Z,2025-10-05T06:05:41.000Z,null,2,144,147
DOBACK028,20251005,GPS,4,2025-10-05T06:08:13.000Z,2025-10-05T06:08:13.000Z,null,157,148,390
DOBACK028,20251005,GPS,5,2025-10-05T06:16:31.000Z,2025-10-05T06:16:31.000Z,null,18,529,757
DOBACK028,20251005,GPS,6,2025-10-05T06:27:51.000Z,2025-10-05T06:27:51.000Z,null,0,945,945
DOBACK028,20251005,GPS,7,2025-10-05T06:34:09.000Z,2025-10-05T06:34:09.000Z,null,1,1040,1042
DOBACK028,20251005,GPS,8,2025-10-05T07:03:13.000Z,2025-10-05T07:03:13.000Z,null,1,1043,1045
DOBACK028,20251005,GPS,9,2025-10-05T07:34:42.000Z,2025-10-05T07:34:42.000Z,null,2,1046,1049
DOBACK028,20251005,GPS,10,2025-10-05T07:37:17.000Z,2025-10-05T07:37:17.000Z,null,0,1050,1050
DOBACK028,20251005,GPS,11,2025-10-05T08:15:52.000Z,2025-10-05T08:15:52.000Z,null,4,3001,3731
DOBACK028,20251005,GPS,12,2025-10-05T19:38:12.000Z,2025-10-05T19:38:12.000Z,null,472,3759,4240
DOBACK028,20251005,GPS,13,2025-10-05T19:49:11.000Z,2025-10-05T19:49:11.000Z,null,0,4282,4282
DOBACK028,20251005,GPS,14,2025-10-05T19:50:30.000Z,2025-10-05T19:50:30.000Z,null,0,4294,4294
DOBACK028,20251005,GPS,15,2025-10-05T20:28:47.000Z,2025-10-05T20:28:47.000Z,null,11,4306,4318
DOBACK028,20251005,GPS,16,2025-10-05T20:30:22.000Z,2025-10-05T20:30:22.000Z,null,138,4319,4458
DOBACK028,20251005,GPS,17,2025-10-05T20:41:13.000Z,2025-10-05T20:41:13.000Z,null,0,4832,4832
DOBACK028,20251005,GPS,18,2025-10-05T20:42:25.000Z,2025-10-05T20:42:25.000Z,null,0,4839,4839
DOBACK028,20251005,GPS,19,2025-10-05T20:44:56.000Z,2025-10-05T20:44:56.000Z,null,0,4841,4841
DOBACK028,20251005,GPS,20,2025-10-05T20:46:25.000Z,2025-10-05T20:46:25.000Z,null,0,4862,4862
DOBACK028,20251005,GPS,21,2025-10-05T20:48:12.000Z,2025-10-05T20:48:12.000Z,null,0,4895,4895
DOBACK028,20251006,GPS,1,2025-10-06T03:36:57.000Z,2025-10-06T03:36:57.000Z,null,3,1,5
DOBACK028,20251006,GPS,2,2025-10-06T03:39:32.000Z,2025-10-06T03:39:32.000Z,null,155,6,162
DOBACK028,20251006,GPS,3,2025-10-06T03:59:02.000Z,2025-10-06T03:59:02.000Z,null,0,975,975
DOBACK028,20251006,GPS,4,2025-10-06T04:00:17.000Z,2025-10-06T04:00:17.000Z,null,0,987,987
DOBACK028,20251006,GPS,5,2025-10-06T04:02:39.000Z,2025-10-06T04:02:39.000Z,null,0,1050,1050
DOBACK028,20251006,GPS,6,2025-10-06T04:03:49.000Z,2025-10-06T04:03:49.000Z,null,0,1057,1057
DOBACK028,20251006,GPS,7,2025-10-06T04:05:04.000Z,2025-10-06T04:05:04.000Z,null,0,1070,1070
DOBACK028,20251006,GPS,8,2025-10-06T04:06:22.000Z,2025-10-06T04:06:22.000Z,null,0,1079,1079
DOBACK028,20251006,GPS,9,2025-10-06T04:07:48.000Z,2025-10-06T04:07:48.000Z,null,0,1087,1087
DOBACK028,20251006,GPS,10,2025-10-06T04:09:10.000Z,2025-10-06T04:09:10.000Z,null,0,1105,1105
DOBACK028,20251006,GPS,11,2025-10-06T04:10:32.000Z,2025-10-06T04:10:32.000Z,null,0,1117,1117
DOBACK028,20251006,GPS,12,2025-10-06T04:12:23.000Z,2025-10-06T04:12:23.000Z,null,0,1156,1156
DOBACK028,20251006,GPS,13,2025-10-06T04:13:52.000Z,2025-10-06T04:13:52.000Z,null,0,1170,1170
DOBACK028,20251006,GPS,14,2025-10-06T04:15:37.000Z,2025-10-06T04:15:37.000Z,null,0,1203,1203
DOBACK028,20251006,GPS,15,2025-10-06T04:17:14.000Z,2025-10-06T04:17:14.000Z,null,0,1229,1229
DOBACK028,20251006,GPS,16,2025-10-06T04:18:30.000Z,2025-10-06T04:18:30.000Z,null,0,1240,1240
DOBACK028,20251006,GPS,17,2025-10-06T04:19:48.000Z,2025-10-06T04:19:48.000Z,null,0,1252,1252
DOBACK028,20251006,GPS,18,2025-10-06T04:21:12.000Z,2025-10-06T04:21:12.000Z,null,0,1268,1268
DOBACK028,20251006,GPS,19,2025-10-06T04:22:50.000Z,2025-10-06T04:22:50.000Z,null,0,1296,1296
DOBACK028,20251006,GPS,20,2025-10-06T04:24:13.000Z,2025-10-06T04:24:13.000Z,null,0,1312,1312
DOBACK028,20251006,GPS,21,2025-10-06T04:25:40.000Z,2025-10-06T04:25:40.000Z,null,0,1329,1329
DOBACK028,20251006,GPS,22,2025-10-06T04:27:08.000Z,2025-10-06T04:27:08.000Z,null,0,1345,1345
DOBACK028,20251006,GPS,23,2025-10-06T04:28:26.000Z,2025-10-06T04:28:26.000Z,null,0,1357,1357
DOBACK028,20251006,GPS,24,2025-10-06T04:29:43.000Z,2025-10-06T04:29:43.000Z,null,0,1366,1366
DOBACK028,20251006,GPS,25,2025-10-06T04:32:33.000Z,2025-10-06T04:32:33.000Z,null,0,1453,1453
DOBACK028,20251006,GPS,26,2025-10-06T04:33:56.000Z,2025-10-06T04:33:56.000Z,null,0,1465,1465
DOBACK028,20251006,GPS,27,2025-10-06T04:35:12.000Z,2025-10-06T04:35:12.000Z,null,0,1475,1475
DOBACK028,20251006,GPS,28,2025-10-06T04:36:29.000Z,2025-10-06T04:36:29.000Z,null,0,1487,1487
DOBACK028,20251006,GPS,29,2025-10-06T04:37:55.000Z,2025-10-06T04:37:55.000Z,null,0,1506,1506
DOBACK028,20251006,GPS,30,2025-10-06T04:39:12.000Z,2025-10-06T04:39:12.000Z,null,0,1520,1520
DOBACK028,20251006,GPS,31,2025-10-06T04:41:01.000Z,2025-10-06T04:41:01.000Z,null,0,1549,1549
DOBACK028,20251006,GPS,32,2025-10-06T04:42:20.000Z,2025-10-06T04:42:20.000Z,null,0,1561,1561
DOBACK028,20251006,GPS,33,2025-10-06T04:43:36.000Z,2025-10-06T04:43:36.000Z,null,0,1574,1574
DOBACK028,20251006,GPS,34,2025-10-06T04:45:05.000Z,2025-10-06T04:45:05.000Z,null,0,1589,1589
DOBACK028,20251006,GPS,35,2025-10-06T04:47:01.000Z,2025-10-06T04:47:01.000Z,null,0,1634,1634
DOBACK028,20251006,GPS,36,2025-10-06T04:48:19.000Z,2025-10-06T04:48:19.000Z,null,0,1647,1647
DOBACK028,20251006,GPS,37,2025-10-06T04:49:36.000Z,2025-10-06T04:49:36.000Z,null,0,1657,1657
DOBACK028,20251006,GPS,38,2025-10-06T04:50:54.000Z,2025-10-06T04:50:54.000Z,null,0,1668,1668
DOBACK028,20251006,GPS,39,2025-10-06T04:52:12.000Z,2025-10-06T04:52:12.000Z,null,0,1680,1680
DOBACK028,20251006,GPS,40,2025-10-06T04:57:39.000Z,2025-10-06T04:57:39.000Z,null,0,1907,1907
DOBACK028,20251006,GPS,41,2025-10-06T04:59:03.000Z,2025-10-06T04:59:03.000Z,null,0,1922,1922
DOBACK028,20251006,GPS,42,2025-10-06T05:00:25.000Z,2025-10-06T05:00:25.000Z,null,0,1938,1938
DOBACK028,20251006,GPS,43,2025-10-06T05:01:45.000Z,2025-10-06T05:01:45.000Z,null,0,1949,1949
DOBACK028,20251006,GPS,44,2025-10-06T05:03:00.000Z,2025-10-06T05:03:00.000Z,null,0,1961,1961
DOBACK028,20251006,GPS,45,2025-10-06T05:04:46.000Z,2025-10-06T05:04:46.000Z,null,0,2000,2000
DOBACK028,20251006,GPS,46,2025-10-06T05:06:02.000Z,2025-10-06T05:06:02.000Z,null,0,2012,2012
DOBACK028,20251006,GPS,47,2025-10-06T05:07:21.000Z,2025-10-06T05:07:21.000Z,null,0,2025,2025
DOBACK028,20251006,GPS,48,2025-10-06T05:08:40.000Z,2025-10-06T05:08:40.000Z,null,0,2039,2039
DOBACK028,20251006,GPS,49,2025-10-06T05:09:58.000Z,2025-10-06T05:09:58.000Z,null,0,2052,2052
DOBACK028,20251006,GPS,50,2025-10-06T05:11:25.000Z,2025-10-06T05:11:25.000Z,null,0,2069,2069
DOBACK028,20251006,GPS,51,2025-10-06T05:14:42.000Z,2025-10-06T05:14:42.000Z,null,0,2189,2189
DOBACK028,20251006,GPS,52,2025-10-06T05:27:03.000Z,2025-10-06T05:27:03.000Z,null,0,2767,2767
DOBACK028,20251006,GPS,53,2025-10-06T08:25:09.000Z,2025-10-06T08:25:09.000Z,null,2,3176,3179
DOBACK028,20251006,GPS,54,2025-10-06T08:27:41.000Z,2025-10-06T08:27:41.000Z,null,0,3180,3180
DOBACK028,20251006,GPS,55,2025-10-06T09:32:40.000Z,2025-10-06T09:32:40.000Z,null,0,6546,6546
DOBACK028,20251006,GPS,56,2025-10-06T09:34:23.000Z,2025-10-06T09:34:23.000Z,null,0,6575,6575
DOBACK028,20251006,GPS,57,2025-10-06T09:35:37.000Z,2025-10-06T09:35:37.000Z,null,0,6582,6582
DOBACK028,20251006,GPS,58,2025-10-06T15:01:00.000Z,2025-10-06T15:01:00.000Z,null,3,6600,6604
DOBACK028,20251006,GPS,59,2025-10-06T15:03:34.000Z,2025-10-06T15:03:34.000Z,null,1,6605,6660
DOBACK028,20251006,GPS,60,2025-10-06T15:06:07.000Z,2025-10-06T15:06:07.000Z,null,0,6682,6682
DOBACK028,20251006,GPS,61,2025-10-06T15:07:16.000Z,2025-10-06T15:07:16.000Z,null,0,6687,6687
DOBACK028,20251006,GPS,62,2025-10-06T15:24:55.000Z,2025-10-06T15:24:55.000Z,null,0,7541,7541
DOBACK028,20251007,GPS,1,2025-10-07T06:59:14.000Z,2025-10-07T06:59:14.000Z,null,3,1,5
DOBACK028,20251007,GPS,2,2025-10-07T07:01:49.000Z,2025-10-07T07:01:49.000Z,null,51,6,58
DOBACK028,20251007,GPS,3,2025-10-07T07:03:58.000Z,2025-10-07T07:03:58.000Z,null,206,59,266
DOBACK028,20251007,GPS,4,2025-10-07T07:14:12.000Z,2025-10-07T07:14:12.000Z,null,0,535,535
DOBACK028,20251007,GPS,5,2025-10-07T07:17:32.000Z,2025-10-07T07:17:32.000Z,null,0,663,663
DOBACK028,20251007,GPS,6,2025-10-07T07:20:05.000Z,2025-10-07T07:20:05.000Z,null,0,666,666
DOBACK028,20251007,GPS,7,2025-10-07T07:21:17.000Z,2025-10-07T07:21:17.000Z,null,0,678,678
DOBACK028,20251007,GPS,8,2025-10-07T07:23:52.000Z,2025-10-07T07:23:52.000Z,null,0,683,683
DOBACK028,20251007,GPS,9,2025-10-07T07:34:42.000Z,2025-10-07T07:34:42.000Z,null,0,1190,1190
DOBACK028,20251007,GPS,10,2025-10-07T07:42:30.000Z,2025-10-07T07:42:30.000Z,null,0,1558,1558
DOBACK028,20251007,GPS,11,2025-10-07T07:51:26.000Z,2025-10-07T07:51:26.000Z,null,0,1961,1961
DOBACK028,20251007,GPS,12,2025-10-07T07:58:59.000Z,2025-10-07T07:58:59.000Z,null,0,2136,2136
DOBACK028,20251007,GPS,13,2025-10-07T08:00:46.000Z,2025-10-07T08:00:46.000Z,null,0,2174,2174
DOBACK028,20251007,GPS,14,2025-10-07T08:07:53.000Z,2025-10-07T08:07:53.000Z,null,0,2268,2268
DOBACK028,20251007,GPS,15,2025-10-07T08:22:55.000Z,2025-10-07T08:22:55.000Z,null,12,2339,2352
DOBACK028,20251007,GPS,16,2025-10-07T09:05:33.000Z,2025-10-07T09:05:33.000Z,null,1,2353,2355
DOBACK028,20251007,GPS,17,2025-10-07T09:08:05.000Z,2025-10-07T09:08:05.000Z,null,57,2356,2419
DOBACK028,20251007,GPS,18,2025-10-07T10:24:41.000Z,2025-10-07T10:24:41.000Z,null,2,3096,3099
DOBACK028,20251007,GPS,19,2025-10-07T10:27:13.000Z,2025-10-07T10:27:13.000Z,null,490,3100,3749
DOBACK028,20251007,GPS,20,2025-10-07T11:34:34.000Z,2025-10-07T11:34:34.000Z,null,1,4031,4033
DOBACK028,20251007,GPS,21,2025-10-07T11:37:06.000Z,2025-10-07T11:37:06.000Z,null,67,4034,4102
DOBACK028,20251007,GPS,22,2025-10-07T12:11:09.000Z,2025-10-07T12:11:09.000Z,null,0,5693,5693
DOBACK028,20251007,GPS,23,2025-10-07T12:18:36.000Z,2025-10-07T12:18:36.000Z,null,0,6006,6006
DOBACK028,20251007,GPS,24,2025-10-07T14:37:07.000Z,2025-10-07T14:37:07.000Z,null,0,6330,6330
DOBACK028,20251007,GPS,25,2025-10-07T14:39:39.000Z,2025-10-07T14:39:39.000Z,null,0,6332,6332
DOBACK028,20251007,GPS,26,2025-10-07T15:00:20.000Z,2025-10-07T15:00:20.000Z,null,0,7320,7320
DOBACK028,20251007,GPS,27,2025-10-07T15:11:05.000Z,2025-10-07T15:11:05.000Z,null,0,7794,7794
DOBACK028,20251008,GPS,1,2025-10-07T22:32:47.000Z,2025-10-07T22:32:47.000Z,null,267,1,459
DOBACK028,20251008,GPS,2,2025-10-08T02:02:39.000Z,2025-10-08T02:02:39.000Z,null,290,1617,1908
DOBACK028,20250930,ROTATIVO,1,2025-09-30T07:32:50.000Z,2025-09-30T07:54:36.000Z,1306,88,1,90
DOBACK028,20250930,ROTATIVO,2,2025-09-30T07:56:01.000Z,2025-09-30T07:57:01.000Z,60,5,91,97
DOBACK028,20250930,ROTATIVO,3,2025-09-30T08:15:26.000Z,2025-09-30T08:15:26.000Z,null,1,98,100
DOBACK028,20250930,ROTATIVO,4,2025-09-30T08:54:10.000Z,2025-09-30T09:14:41.000Z,1231,83,101,185
DOBACK028,20250930,ROTATIVO,5,2025-09-30T09:14:50.000Z,2025-09-30T10:25:07.000Z,4217,274,186,461
DOBACK028,20250930,ROTATIVO,6,2025-09-30T10:53:04.000Z,2025-09-30T10:53:49.000Z,45,4,462,467
DOBACK028,20250930,ROTATIVO,7,2025-09-30T11:21:35.000Z,2025-09-30T11:37:36.000Z,961,65,468,534
DOBACK028,20250930,ROTATIVO,8,2025-09-30T11:46:52.000Z,2025-09-30T11:57:52.000Z,660,45,535,581
DOBACK028,20250930,ROTATIVO,9,2025-09-30T12:00:21.000Z,2025-09-30T12:01:06.000Z,45,4,582,587
DOBACK028,20250930,ROTATIVO,10,2025-09-30T14:26:12.000Z,2025-09-30T14:30:12.000Z,240,17,588,606
DOBACK028,20250930,ROTATIVO,11,2025-09-30T17:28:15.000Z,2025-09-30T17:32:45.000Z,270,19,607,627
DOBACK028,20251001,ROTATIVO,1,2025-09-30T23:46:08.000Z,2025-09-30T23:46:08.000Z,null,1,1,3
DOBACK028,20251001,ROTATIVO,2,2025-09-30T23:48:41.000Z,2025-09-30T23:55:56.000Z,435,30,4,35
DOBACK028,20251001,ROTATIVO,3,2025-09-30T23:57:09.000Z,2025-10-01T00:52:26.000Z,3317,222,36,259
DOBACK028,20251001,ROTATIVO,4,2025-10-01T08:14:53.000Z,2025-10-01T08:14:53.000Z,null,1,260,262
DOBACK028,20251001,ROTATIVO,5,2025-10-01T08:17:26.000Z,2025-10-01T08:41:12.000Z,1426,96,263,360
DOBACK028,20251001,ROTATIVO,6,2025-10-01T12:08:29.000Z,2025-10-01T12:08:29.000Z,null,1,361,363
DOBACK028,20251001,ROTATIVO,7,2025-10-01T12:11:02.000Z,2025-10-01T12:12:31.000Z,89,7,364,372
DOBACK028,20251001,ROTATIVO,8,2025-10-01T12:13:45.000Z,2025-10-01T12:35:46.000Z,1321,89,373,463
DOBACK028,20251001,ROTATIVO,9,2025-10-01T12:36:59.000Z,2025-10-01T12:45:14.000Z,495,34,464,499
DOBACK028,20251001,ROTATIVO,10,2025-10-01T12:46:26.000Z,2025-10-01T12:46:56.000Z,30,3,500,504
