ESTABILIDAD;05/03/2025 09:28:37AM;DOBACK002;53;0;
ax; ay; az; gx; gy; gz; roll; pitch; yaw; timeantwifi; usciclo1; usciclo2; usciclo3;usciclo4; usciclo5; si; accmag; microsds
-64.90; -27.45; 1048.22; 2851.10; -917.53; -818.56;   0.88;   8.07; -184.42; 94842482.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.35; 1050.59; 23465.00; 
09:30:11AM
-55.75;  -6.47; 1035.90; 5445.48; 3391.85; 14682.06;   0.84;   8.06; -184.20; 94940516.00; 19997.00; 20002.00; 20025.00; 19974.00; 20000.00;   0.44; 1037.42; 26343.00; 
-50.51;   0.00; 1047.00; -876.40; -7318.15; 29399.56;   0.54;   8.49; -181.23; 95039967.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.49; 1048.22; 26343.00; 
-72.10; -61.61; 1042.73; -10.15; -860.65; 3923.94;   0.22;   8.56; -180.53; 95142746.00; 20001.00; 20000.00; 19998.00; 20001.00; 19998.00;   0.28; 1047.04; 26343.00; 
-62.71; -45.87; 1030.41; 982.97; 854.35; -122.94;   0.28;   8.64; -180.39; 95242097.00; 20001.00; 19998.00; 20006.00; 19994.00; 20000.00;   0.36; 1033.34; 26343.00; 
-62.46; -20.74; 1023.82; 597.97; 1007.47;  78.31;   0.38;   8.69; -180.44; 95342148.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.36; 1025.94; 26343.00; 
-66.61;   0.49; 1022.48; -141.40; -239.40; -44.19;   0.45;   8.63; -180.47; 95442819.00; 20001.00; 19998.00; 20001.00; 20017.00; 19982.00;   0.32; 1024.65; 26343.00; 
-58.44;  31.72; 1026.51; 134.23; -287.53; 262.06;   0.41;   8.61; -180.48; 95541549.00; 19998.00; 20050.00; 19948.00; 20001.00; 20004.00;   0.40; 1028.66; 26343.00; 
-47.09;  57.83; 1024.43; -36.40; -904.40; -96.69;   0.32;   8.62; -180.50; 95640308.00; 19996.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.52; 1027.14; 26343.00; 
-33.67;  70.03; 1025.17; -504.52; -523.78; -122.94;   0.25;   8.50; -180.52; 95739539.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.66; 1028.11; 26343.00; 
-26.23;  73.44; 1021.63;  -1.40;  88.72; -39.81;   0.30;   8.44; -180.52; 95839797.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.73; 1024.60; 26343.00; 
09:30:12AM
-27.21;  80.15; 1019.43; -390.77; 202.47; -367.94;   0.29;   8.37; -180.55; 95939196.00; 19997.00; 20045.00; 19954.00; 20000.00; 19998.00;   0.72; 1022.94; 22298.00; 
-30.26;  81.37; 1024.31; -395.15; -116.90; -214.81;   0.31;   8.25; -180.57; 96039231.00; 20001.00; 20002.00; 19997.00; 20042.00; 19957.00;   0.69; 1027.98; 22298.00; 
-25.01;  90.52; 1027.97; -1125.78; -235.03; -210.44;   0.32;   8.15; -180.58; 96139150.00; 20066.00; 19933.00; 19998.00; 20001.00; 19998.00;   0.75; 1032.25; 22298.00; 
-24.89; 108.34; 1030.53; -1502.03; -309.40; 555.19;   0.34;   8.17; -180.63; 96239365.00; 20001.00; 20017.00; 19982.00; 19998.00; 20001.00;   0.75; 1036.51; 22298.00; 
-19.76; 124.81; 1030.53; 584.85; -361.90; -44.19;   0.31;   8.25; -180.66; 96339380.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.80; 1038.25; 22298.00; 
 -7.81; 147.99; 1027.97; 1324.22; -1035.65; -254.19;   0.28;   8.35; -180.65; 96444873.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.92; 1038.60; 22298.00; 
  9.39; 193.86; 1009.31; 1923.60; -965.65; -232.31;   0.22;   8.59; -180.69; 96546345.00; 19998.00; 20001.00; 20001.00; 19998.00; 19998.00;   0.90; 1027.80; 22298.00; 
 14.40; 230.09; 995.52; 2387.35; 132.47; -332.94;   0.14;   8.76; -180.69; 96646311.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.85; 1021.87; 22298.00; 
 13.42; 213.26; 998.94; 2899.23; 3330.60; -14214.81;   0.25;   8.90; -181.18; 96746394.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.86; 1021.53; 22298.00; 
  8.42; 227.53; 1007.72; -11809.53; -5476.27; -36964.81;   0.69;   8.50; -184.01; 96846412.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.91; 1033.12; 22298.00; 
09:30:12AM
 28.55; 296.95; 991.01; -1173.90; 1103.72; 2720.81;   0.73;   7.70; -185.23; 96945816.00; 20002.00; 19997.00; 19998.00; 20001.00; 19998.00;   0.70; 1034.93; 22124.00; 
 18.18; 277.92; 995.28;  42.35; -746.90; -188.56;   0.78;   7.74; -185.20; 97045839.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.81; 1033.51; 22124.00; 
  6.10; 272.55; 1003.45; 1140.47; -1031.28; -289.19;   0.75;   7.76; -185.21; 97145915.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.94; 1039.82; 22124.00; 
  6.59; 274.38; 997.59; 2728.60; -1416.28; -459.81;   0.73;   7.83; -185.21; 97246083.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.93; 1034.66; 22124.00; 
 12.93; 282.55; 995.40; 409.85; -488.78; -1238.56;   0.69;   7.74; -185.18; 97346153.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.86; 1034.80; 22124.00; 
 16.35; 287.55; 998.69; -119.53; -493.15; 117.69;   0.63;   7.54; -185.20; 97446252.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.83; 1039.39; 22124.00; 
 14.40; 284.26; 1007.84; -460.77; 119.35;  38.94;   0.62;   7.41; -185.21; 97546228.00; 19998.00; 20001.00; 19998.00; 19999.00; 20001.00;   0.85; 1047.26; 22124.00; 
  8.54; 281.09; 997.96; 523.60; -1971.90;   3.94;   0.55;   7.31; -185.23; 97646483.00; 19998.00; 19999.00; 20001.00; 19998.00; 20001.00;   0.91; 1036.83; 22124.00; 
 10.49; 269.01; 1006.26; 309.23; -51.28; 358.31;   0.47;   7.28; -185.18; 97746495.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.89; 1041.65; 22124.00; 
 -7.32; 247.29; 999.79; -543.90;  88.72; 791.44;   0.53;   7.34; -185.09; 97846636.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.92; 1029.95; 22124.00; 
09:30:12AM
-21.59; 233.39; 1010.53; 269.85; -795.03; 1036.44;   0.54;   7.24; -185.01; 97946141.00; 20001.00; 19998.00; 19998.00; 20001.00; 20000.00;   0.78; 1037.35; 20735.00; 
 -8.05; 245.34; 993.93; 1227.97; -1026.90; 437.06;   0.43;   7.24; -184.88; 98045899.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.92; 1023.80; 20735.00; 
 11.96; 264.01; 976.98; 1529.85; -77.53; 165.81;   0.32;   7.29; -184.74; 98145872.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.87; 1012.09; 20735.00; 
  6.59; 257.91; 994.30; -2118.90; -283.15; 800.19;   0.35;   7.13; -184.65; 98246033.00; 19998.00; 20029.00; 19969.00; 20001.00; 19998.00;   0.93; 1027.23; 20735.00; 
 -0.49; 240.95; 1018.58; -915.78; -204.40; 213.94;   0.33;   6.96; -184.53; 98346436.00; 20001.00; 19998.00; 20001.00; 19998.00; 20017.00;   0.99; 1046.69; 20735.00; 
 -3.54; 221.31; 1014.80; -2963.27; -1757.53; 1032.06;   0.17;   6.81; -184.41; 98446449.00; 19983.00; 19998.00; 20001.00; 20043.00; 19989.00;   0.96; 1038.65; 20735.00; 
  7.93; 213.26; 1011.87; -84.53; -1088.15; -761.69;   0.04;   6.54; -184.39; 98546450.00; 19967.00; 19998.00; 20001.00; 19998.00; 20013.00;   0.92; 1034.13; 20735.00; 
 19.52; 210.33; 983.56; -2468.90; 911.22; 1911.44;  -0.02;   6.43; -184.37; 98646379.00; 19988.00; 19998.00; 19999.00; 20001.00; 19998.00;   0.79; 1005.99; 20735.00; 
 12.44; 205.20; 1034.68; 3017.35; -738.15; 1045.19;  -0.06;   6.59; -184.29; 98746383.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.87; 1054.91; 20735.00; 
 11.22; 216.43; 1030.90; 4102.35; -1153.78; 375.81;  -0.11;   6.86; -184.26; 98846623.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.89; 1053.43; 20735.00; 
09:30:12AM
 15.13; 229.97; 997.47; -714.53; 591.85; 463.31;  -0.16;   6.91; -184.21; 98945865.00; 20001.00; 19999.00; 19998.00; 20001.00; 19998.00;   0.84; 1023.75; 21068.00; 
 14.03; 228.38; 991.13; -1173.90; 1160.60; 861.44;  -0.15;   6.98; -184.14; 99045822.00; 20001.00; 19998.00; 20094.00; 19904.00; 20001.00;   0.85; 1017.20; 21068.00; 
  0.73; 212.89; 1020.90; 2391.73; 316.22; 1487.06;  -0.13;   7.10; -184.05; 99146049.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.99; 1042.86; 21068.00; 
 -8.05; 217.65; 1032.00; 1884.22; -545.65;  52.06;  -0.09;   7.11; -183.91; 99246070.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.92; 1054.73; 21068.00; 
  0.24; 191.66; 1014.55; -1226.40; 2271.85; 1552.69;  -0.02;   6.70; -183.70; 99346195.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   1.00; 1032.50; 21068.00; 
  7.20; 163.97; 1005.16; -876.40; 2669.98; 1351.44;   0.07;   6.71; -183.54; 99446422.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.92; 1018.47; 21068.00; 
-28.91; 138.59; 935.01; -4918.90; 416.85; 2589.56;   0.32;   6.74; -183.41; 99546232.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.68; 945.67; 21068.00; 
-35.75; 133.22; 891.45; -7902.65; 1151.85; 638.31;   0.47;   5.94; -183.32; 99646364.00; 20001.00; 19998.00; 19999.00; 20001.00; 19998.00;   0.58; 902.06; 21068.00; 
-28.91; 101.02; 929.27; -14316.40; 2923.73; 2440.81;   0.54;   4.83; -183.21; 99739584.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.67; 935.20; 21068.00; 
-18.18;  69.42; 985.52; -8467.03; 3155.60; 498.31;   0.74;   3.71; -183.05; 99839648.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.81; 988.12; 21068.00; 
09:30:16AM
-26.47;  36.72; 1039.56; -6248.90; 4275.60; 1312.06;   1.08;   2.72; -182.92; 99938983.00; 20002.00; 19996.00; 20001.00; 19998.00; 20001.00;   0.73; 1040.55; 26265.00; 
-52.34;  26.96; 1060.42; 3450.48; 727.47; 1762.69;   1.10;   2.33; -182.76; 100039044.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.48; 1062.06; 26265.00; 
-57.83;  40.02; 1008.94; 6119.23; 154.35; 12153.31;   1.03;   2.72; -181.79; 100141214.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.40; 1011.39; 26265.00; 
-32.57;  73.44; 994.54; 4911.73; -1337.53; 1408.31;   0.86;   3.04; -181.31; 100239153.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.66; 997.78; 26265.00; 
-18.06; 108.09; 1054.32; 1210.47; -99.40; 962.06;   0.68;   3.42; -181.21; 100339324.00; 20001.00; 19998.00; 20001.00; 19999.00; 20001.00;   0.82; 1060.00; 26265.00; 
 -7.81; 142.50; 1035.78;   2.97; -1346.28; 279.56;   0.57;   3.63; -181.12; 100444829.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.92; 1045.57; 26265.00; 
  9.39; 167.75; 1022.36; -303.27; 368.72; 1106.44;   0.53;   3.63; -181.04; 100546240.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.90; 1036.07; 26265.00; 
 15.62; 201.06; 1009.18; 4216.10; -1481.90; 896.44;   0.43;   4.01; -180.98; 100646603.00; 19998.00; 20001.00; 19998.00; 20044.00; 19986.00;   0.84; 1029.14; 26265.00; 
 23.18; 243.27; 1019.31; -333.90; -2278.15; -7319.81;   0.28;   4.32; -181.03; 100746368.00; 19970.00; 20000.00; 19998.00; 20001.00; 19998.00;   0.76; 1048.19; 26265.00; 
 24.16; 232.53; 1037.12; -876.40; -1796.90; -984.81;   0.18;   3.97; -181.91; 100846523.00; 20001.00; 19999.00; 20001.00; 19998.00; 20001.00;   0.76; 1063.14; 26265.00; 
09:30:16AM
 22.20; 177.63; 1077.26; 2719.85; 438.72; -472.94;   0.22;   4.11; -181.86; 100945925.00; 19999.00; 20001.00; 19998.00; 19999.00; 20001.00;   0.78; 1092.03; 20193.00; 
 12.20; 186.17; 1097.27; 7068.60; -1963.15; 218.31;   0.13;   4.65; -181.80; 101045962.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.88; 1113.02; 20193.00; 
 13.54; 197.40; 1086.04; 9732.97; -1390.03; 143.94;  -0.11;   5.43; -181.77; 101145994.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.87; 1103.92; 20193.00; 
 17.08; 213.50; 1054.45; 5095.48; -2873.15; -591.06;  -0.31;   6.23; -181.81; 101246047.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.83; 1075.98; 20193.00; 
 40.63; 244.98; 1037.61; 471.10; 578.72; -4476.06;  -0.31;   6.57; -181.88; 101346043.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.59; 1066.91; 20193.00; 
 30.50; 268.40; 1041.15; 895.47; 1051.22; -538.56;  -0.21;   6.84; -181.97; 101446218.00; 19998.00; 20001.00; 19998.00; 19999.00; 20001.00;   0.69; 1075.62; 20193.00; 
 23.06; 262.06; 1057.13; -1099.53; -799.40; 620.81;  -0.22;   7.21; -181.99; 101546402.00; 19998.00; 20014.00; 19986.00; 19998.00; 20001.00;   0.77; 1089.37; 20193.00; 
 37.58; 265.59; 1048.47; 1184.22; 749.35; 892.06;  -0.27;   7.67; -181.96; 101646498.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.62; 1082.24; 20193.00; 
 44.41; 282.06; 978.68; 3660.48; 1401.22; -5040.44;  -0.12;   8.05; -182.16; 101746363.00; 19999.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.52; 1019.49; 20193.00; 
 53.44; 324.76; 936.72; -1930.78; 3894.98; 2900.19;   0.20;   7.81; -181.52; 101846599.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.40; 992.86; 20193.00; 
09:30:16AM
 57.34; 318.18; 986.98; -3370.15; 3514.35; -1505.44;   0.55;   7.38; -181.58; 101945969.00; 20002.00; 19998.00; 19998.00; 20001.00; 19998.00;   0.39; 1038.58; 20832.00; 
 36.84; 295.97; 1001.99; -469.52; 2661.23; -1816.06;   1.09;   6.88; -181.62; 102045961.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.61; 1045.43; 20832.00; 
 26.96; 277.92; 985.27; 12651.10; 4323.73; 1386.44;   1.63;   6.72; -181.66; 102146157.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.71; 1024.07; 20832.00; 
 12.93; 315.61; 968.92; 5182.98; 338.10; -2586.06;   1.89;   6.72; -181.66; 102246111.00; 20001.00; 20011.00; 19987.00; 20001.00; 19998.00;   0.86; 1019.11; 20832.00; 
  5.49; 330.74; 993.81; 637.35; 1164.97; -1671.69;   2.14;   6.58; -181.70; 102346265.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.94; 1047.42; 20832.00; 
  1.95; 332.08; 1045.91; 19642.35; 1589.35; 4707.06;   2.55;   6.27; -181.75; 102446254.00; 19998.00; 20019.00; 19981.00; 19998.00; 20001.00;   0.98; 1097.36; 20832.00; 
-22.57; 313.30; 1046.27; 6648.60; 451.85; 1666.44;   2.45;   6.95; -181.72; 102546262.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.77; 1092.41; 20832.00; 
-16.35; 332.08; 1039.68; 5528.60; -2755.02; -223.56;   2.19;   7.53; -181.87; 102646322.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.84; 1091.55; 20832.00; 
 12.20; 363.80; 1019.92; 1206.10; -1678.78; -499.19;   1.99;   7.92; -181.92; 102746415.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.87; 1082.93; 20832.00; 
 34.77; 368.68; 990.15; -662.03; 1003.10; -989.19;   2.00;   7.82; -181.97; 102846552.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.63; 1057.14; 20832.00; 
09:30:16AM
 29.77; 352.46; 982.95; -858.90; 946.22; -1046.06;   2.11;   7.61; -182.05; 102945864.00; 19999.00; 20000.00; 19998.00; 20001.00; 19998.00;   0.68; 1044.66; 21076.00; 
 20.98; 344.89; 972.10; 2977.98; -1013.78; -1969.19;   2.18;   7.38; -182.10; 103045881.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.77; 1031.68; 21076.00; 
 14.40; 339.40; 993.81; -775.78; 193.72; 148.31;   2.18;   7.24; -182.14; 103146023.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.85; 1050.27; 21076.00; 
 15.86; 345.50; 994.67; 2833.60; -1315.65; -901.69;   2.18;   7.29; -182.18; 103246123.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.83; 1053.08; 21076.00; 
 12.93; 349.53; 1014.67; 1394.22; -1862.53; -1159.81;   2.14;   7.40; -182.27; 103346131.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.87; 1073.27; 21076.00; 
 23.79; 338.79; 1001.01; 825.47; -423.15; -787.94;   2.12;   7.47; -182.37; 103446246.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.75; 1057.06; 21076.00; 
 27.57; 335.13; 990.27; -2040.15; 333.72; -757.31;   2.12;   7.46; -182.47; 103546215.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.71; 1045.81; 21076.00; 
 28.30; 324.28; 1005.40; 1127.35; -16.28; -2166.06;   2.15;   7.34; -182.56; 103646355.00; 20001.00; 19998.00; 20001.00; 20000.00; 19998.00;   0.71; 1056.78; 21076.00; 
 21.96; 320.25; 994.67; -587.65; 709.97; -354.81;   2.27;   7.28; -182.62; 103746441.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.77; 1045.18; 21076.00; 
 18.79; 329.03; 984.30; 129.85; 123.72; -582.31;   2.26;   7.34; -182.70; 103846482.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.80; 1038.01; 21076.00; 
09:30:16AM
 10.74; 330.62; 984.54; -421.40; -25.03; 314.56;   2.25;   7.32; -182.78; 103945813.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.89; 1038.63; 19977.00; 
  6.47; 307.20; 998.08; -1138.90; -235.03; 563.94;   2.36;   7.33; -182.83; 104045927.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.93; 1044.31; 19977.00; 
 -9.39; 287.55; 985.15; 834.22; -1263.15; -416.06;   2.38;   7.21; -182.84; 104145949.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.90; 1026.30; 19977.00; 
 -4.15; 269.50; 997.11; -1243.90; 495.60; -389.81;   2.35;   7.13; -182.87; 104246133.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.96; 1032.89; 19977.00; 
 -4.39; 251.69; 1018.46; 632.97; 797.47; -468.56;   2.28;   7.05; -182.88; 104346167.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.95; 1049.10; 19977.00; 
 -5.12; 259.62; 998.69; -640.15; 215.60; -564.81;   2.24;   7.16; -182.91; 104446216.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.95; 1031.90; 19977.00; 
-18.06; 212.52; 987.59; -1939.53; 1007.47; -1422.31;   2.30;   7.03; -182.92; 104546282.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.81; 1010.36; 19977.00; 
-42.33; 132.49; 1003.33; -3072.65; 867.47; -752.94;   2.40;   6.64; -182.93; 104642292.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.56; 1012.92; 19977.00; 
-55.02;  80.28; 1004.79; -1257.03; 1125.60; 2033.94;   2.48;   6.34; -182.96; 104740354.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.43; 1009.49; 19977.00; 
-55.27;  65.64; 1027.36; 1875.47; -1320.03; -796.69;   2.44;   6.19; -183.03; 104841048.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.44; 1030.94; 19977.00; 
09:30:21AM
-54.78;  54.78; 1017.24; -592.03; 679.35; 1115.19;   2.43;   6.13; -183.07; 104940419.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.44; 1020.18; 22302.00; 
-61.00;  54.41; 1025.17; 1783.60; -1075.03; -267.31;   2.42;   6.12; -183.12; 105041075.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.38; 1028.42; 22302.00; 
-58.68;  63.56; 1015.53; -1655.15; -221.90; 143.94;   2.26;   6.05; -183.13; 105141212.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.40; 1019.21; 22302.00; 
-52.95;  95.77; 1052.62; 4657.98; -2527.52; -1824.81;   2.21;   5.94; -183.13; 105239145.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.47; 1058.29; 22302.00; 
-38.80; 114.07; 1018.94; -666.40; 132.47; 275.19;   2.08;   6.10; -183.19; 105339336.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.60; 1026.04; 22302.00; 
-28.30; 158.36; 1036.27; 462.35; -77.53; -433.56;   1.98;   6.26; -183.22; 105446159.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.71; 1048.68; 22302.00; 
-25.99; 135.42; 1026.51; -1020.78; 1099.35; 878.94;   2.02;   6.46; -183.22; 105542101.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.73; 1035.73; 22302.00; 
-47.09; 138.35; 1006.01; -1453.90; -265.65; 423.94;   2.08;   6.49; -183.24; 105645006.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.51; 1016.57; 22302.00; 
-40.50; 145.42; 1000.16; -2245.77; -46.90; 953.31;   2.05;   6.47; -183.25; 105745114.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.58; 1011.48; 22302.00; 
-47.21; 151.65; 1022.48; -1090.78; -305.03; 498.31;   2.07;   6.44; -183.25; 105846641.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.52; 1034.74; 22302.00; 
09:30:21AM
-42.82; 161.65; 1024.31; -185.15; -803.78; 196.44;   1.88;   6.58; -183.23; 105945837.00; 20001.00; 19997.00; 20001.00; 19998.00; 20001.00;   0.56; 1037.87; 20803.00; 
-31.35; 178.36; 1026.51; 2229.85; 819.35; 712.69;   1.80;   6.70; -183.19; 106045855.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.68; 1042.36; 20803.00; 
-56.85; 180.07; 1068.60; -4507.65; -2418.15; 3158.31;   1.55;   6.67; -183.11; 106145992.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.44; 1085.15; 20803.00; 
 -1.95; 193.98; 982.10; 1897.35; -2755.02; -884.19;   1.22;   7.04; -183.31; 106246067.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.98; 1001.08; 20803.00; 
 -9.76; 247.17; 976.49; 1997.97; 1514.97; -2100.44;   1.58;   6.22; -182.94; 106346127.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.90; 1007.33; 20803.00; 
-13.54; 169.09; 964.78; 2540.48; 1383.72; 546.44;   1.76;   5.77; -182.87; 106446286.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.85; 979.58; 20803.00; 
 -4.15; 202.40; 1007.48; 1542.97; 876.22; -1212.31;   1.85;   6.08; -182.80; 106546337.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.96; 1027.61; 20803.00; 
-26.84; 228.14; 1036.51; 6040.48; 736.22; -1426.69;   2.01;   6.32; -182.84; 106646383.00; 19998.00; 19999.00; 20001.00; 19998.00; 20001.00;   0.73; 1061.66; 20803.00; 
-47.46; 238.88; 1042.86; 1923.60; -1516.90; 161.44;   1.91;   6.48; -182.83; 106746439.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.52; 1070.92; 20803.00; 
-40.38; 250.71; 1013.58; -1134.53; -431.90; 909.56;   1.82;   6.58; -182.70; 106846543.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.58; 1044.90; 20803.00; 
09:30:21AM
-32.70; 253.15; 1009.43; 1630.47; 294.35; 288.31;   1.77;   6.37; -182.66; 106945836.00; 20001.00; 19998.00; 19998.00; 20001.00; 19998.00;   0.66; 1041.20; 21527.00; 
-27.82; 241.56; 1008.82; 1564.85; -672.53; 515.81;   1.76;   6.42; -182.63; 107045843.00; 20001.00; 19999.00; 20001.00; 19998.00; 20001.00;   0.71; 1037.71; 21527.00; 
-21.47; 248.39; 1011.62; -1292.03; -1110.03; 935.81;   1.71;   6.62; -182.59; 107145977.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.78; 1041.89; 21527.00; 
-10.25; 259.13; 1009.92; 1538.60;  62.47; -577.94;   1.70;   6.64; -182.56; 107246201.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.89; 1042.68; 21527.00; 
-12.08; 258.15; 1010.28; 1993.60; 1409.97; 301.44;   1.65;   6.42; -182.53; 107346078.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.87; 1042.81; 21527.00; 
-10.13; 259.86; 1002.96; 982.97; -46.90; 515.81;   1.72;   6.51; -182.52; 107439019.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.89; 1036.13; 21527.00; 
-15.25; 260.96; 1009.79; -373.27; -112.53; 808.94;   1.71;   6.60; -182.49; 107546416.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.84; 1043.08; 21527.00; 
-16.71; 263.03; 1009.06; 1569.22; -545.65; -280.44;   1.74;   6.63; -182.44; 107646338.00; 20001.00; 20000.00; 19998.00; 20001.00; 19998.00;   0.83; 1042.91; 21527.00; 
-19.76; 253.39; 1004.91; 1468.60; 1392.47; 209.56;   1.84;   6.43; -182.39; 107746398.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.79; 1036.56; 21527.00; 
-30.13; 205.45; 995.03; -220.15; 1116.85; -197.31;   1.94;   6.30; -182.36; 107846558.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.68; 1016.47; 21527.00; 
09:30:21AM
-31.84; 173.24; 1004.06; -1125.78; 1051.22; -206.06;   2.04;   6.18; -182.41; 107945967.00; 20004.00; 19995.00; 20001.00; 19998.00; 20001.00;   0.67; 1019.39; 21041.00; 
-34.16; 155.43; 1010.04;  33.60; -73.15; -122.94;   2.09;   6.20; -182.45; 108045965.00; 19998.00; 20034.00; 19967.00; 19998.00; 20001.00;   0.65; 1022.50; 21041.00; 
