ESTABILIDAD;04/10/2025 09:56:43;DOBACK023;Sesión:1;
ax; ay; az; gx; gy; gz; roll; pitch; yaw; timeantwifi; usciclo1; usciclo2; usciclo3; usciclo4; usciclo5; si; accmag; microsds; k3
-20.50; -41.48; 1015.28; -102.20;  21.53;  80.85;   0.46;  -1.79;  -0.12; 15194.00; 20001.00; 19998.00; 19998.00; 20000.00; 20000.00;   0.96; 1016.34; 161788.00;   0.67;
09:56:46
-20.86; -41.60; 1015.28; 129.67; -57.22; -133.52;   0.50;  -1.80;  -0.11; 41784.00; 20456.00; 19857.00; 19681.00; 19999.00; 20006.00;   0.96; 1016.35; 165165.00;   0.67;
-20.86; -41.24; 1015.53; -93.45; 218.40; 194.60;   0.48;  -1.81;  -0.12; 1680.00; 19991.00; 20000.00; 19998.00; 19997.00; 19999.00;   0.96; 1016.58; 165165.00;   0.67;
-20.86; -41.36; 1015.41; 182.17; -258.47; -54.78;   0.50;  -1.81;  -0.12; 2363.00; 19997.00; 19999.00; 19997.00; 19999.00; 19997.00;   0.96; 1016.46; 165165.00;   0.67;
-21.11; -41.24; 1015.41; -71.58; 288.40; 264.60;   0.49;  -1.82;  -0.13; 2588.00; 20000.00; 19996.00; 19999.00; 19997.00; 19999.00;   0.96; 1016.46; 165165.00;   0.67;
-20.98; -41.60; 1014.92; 112.17;  -4.72; -67.90;   0.49;  -1.82;  -0.13; 2155.00; 19997.00; 19999.00; 19997.00; 19999.00; 19997.00;   0.96; 1015.99; 165165.00;   0.67;
-21.11; -41.36; 1015.04; -14.70; -92.22; 273.35;   0.51;  -1.83;  -0.14; 2750.00; 19999.00; 19997.00; 19999.00; 19997.00; 19999.00;   0.96; 1016.10; 165165.00;   0.67;
-20.98; -41.48; 1015.04; 225.92; 249.03; -15.40;   0.50;  -1.83;  -0.14; 2838.00; 19997.00; 19999.00; 19997.00; 19999.00; 19997.00;   0.96; 1016.10; 165165.00;   0.67;
-21.47; -41.48; 1014.80; -264.08;  56.53; 317.10;   0.50;  -1.83;  -0.13; 3019.00; 19999.00; 19997.00; 19999.00; 19997.00; 19999.00;   0.96; 1015.87; 165165.00;   0.67;
-20.62; -41.48; 1015.89; 177.80; -109.72; -146.65;   0.52;  -1.83;  -0.12; 3144.00; 19998.00; 19998.00; 19999.00; 19997.00; 19999.00;   0.96; 1016.95; 165165.00;   0.67;
-20.50; -41.48; 1015.89;  -5.95; 542.15; -37.28;   0.49;  -1.82;  -0.10; 107.00; 19997.00; 20001.00; 20025.00; 19974.00; 19996.00;   0.96; 1016.95; 165165.00;   0.67;
09:56:46
-20.13; -41.60; 1015.41; -250.95; -44.10; 290.85;   0.51;  -1.82;  -0.11; 41843.00; 19999.00; 19999.00; 19997.00; 19999.00; 20000.00;   0.96; 1016.46; 164168.00;   0.67;
-20.74; -41.48; 1014.80; -439.08; -980.35; -81.03;   0.52;  -1.82;  -0.12; 444.00; 19998.00; 19999.00; 20072.00; 19924.00; 20000.00;   0.96; 1015.86; 164168.00;   0.67;
-21.23; -41.60; 1015.28; 466.55; 988.40; -684.78;   0.56;  -1.82;  -0.11; 2387.00; 19998.00; 20104.00; 19890.00; 19999.00; 19997.00;   0.96; 1016.36; 164168.00;   0.67;
-21.96; -41.24; 1015.28; -124.08; 297.15; -501.02;   0.51;  -1.83;  -0.09; 2571.00; 20000.00; 19996.00; 19999.00; 19997.00; 19999.00;   0.96; 1016.36; 164168.00;   0.67;
-22.08; -41.36; 1014.80; -124.08; -612.85; 207.73;   0.50;  -1.82;  -0.08; 2651.00; 19997.00; 19999.00; 19997.00; 19999.00; 19997.00;   0.96; 1015.88; 164168.00;   0.67;
-21.72; -41.48; 1016.02; 212.80; -507.85; 352.10;   0.52;  -1.82;  -0.09; 2666.00; 19999.00; 19997.00; 19999.00; 19997.00; 19999.00;   0.96; 1017.09; 164168.00;   0.67;
-21.72; -41.48; 1015.28; 422.80; 568.40; 155.23;   0.52;  -1.85;  -0.10; 2899.00; 19997.00; 19999.00; 20371.00; 19625.00; 19997.00;   0.96; 1016.36; 164168.00;   0.67;
-20.37; -41.60; 1015.53; -62.83; 463.40; -19.78;   0.48;  -1.85;  -0.09; 3010.00; 19999.00; 19997.00; 19999.00; 19997.00; 19999.00;   0.96; 1016.58; 164168.00;   0.67;
-20.50; -41.60; 1015.28; -347.20; -997.85; 260.23;   0.48;  -1.83;  -0.09; 3013.00; 19998.00; 19998.00; 19997.00; 19999.00; 19997.00;   0.96; 1016.34; 164168.00;   0.67;
-20.98; -41.60; 1015.53; 335.30; 384.65; 120.22;   0.53;  -1.84;  -0.10; 1550.00; 19999.00; 19998.00; 20002.00; 19998.00; 19999.00;   0.96; 1016.60; 164168.00;   0.67;
09:56:47
-20.98; -41.60; 1015.53; -40.95; 113.40; 220.85;   0.51;  -1.84;  -0.11; 41625.00; 19996.00; 19999.00; 19997.00; 19999.00; 19998.00;   0.96; 1016.60; 162731.00;   0.67;
-21.96; -41.48; 1015.28; 112.17; -262.85;  63.35;   0.54;  -1.85;  -0.11; 2158.00; 20000.00; 20001.00; 19999.00; 19998.00; 19997.00;   0.96; 1016.37; 162731.00;   0.67;
-21.35; -41.85; 1015.04; -220.33;  12.78; 448.35;   0.52;  -1.86;  -0.13; 2368.00; 19999.00; 19997.00; 19999.00; 19997.00; 19999.00;   0.96; 1016.13; 162731.00;   0.67;
-21.84; -41.85; 1015.16; 129.67; -157.85;  98.35;   0.54;  -1.86;  -0.13; 1858.00; 19998.00; 19998.00; 19997.00; 19999.00; 20305.00;   0.96; 1016.26; 162731.00;   0.67;
-20.50; -41.72; 1015.65; 107.80; 424.03; 238.35;   0.53;  -1.87;  -0.14; 2661.00; 19690.00; 19999.00; 19997.00; 19999.00; 19997.00;   0.96; 1016.71; 162731.00;   0.67;
-21.47; -41.72; 1015.41; -71.58; -442.22; 198.98;   0.55;  -1.87;  -0.14; 2696.00; 19999.00; 19997.00; 19999.00; 19997.00; 19999.00;   0.96; 1016.49; 162731.00;   0.67;
-20.62; -41.48; 1015.04; -137.20; -96.60;  98.35;   0.55;  -1.88;  -0.14; 2774.00; 19997.00; 19999.00; 19997.00; 19999.00; 19997.00;   0.96; 1016.10; 162731.00;   0.67;
-21.47; -41.36; 1014.92;  50.92; -280.35; -111.65;   0.55;  -1.88;  -0.15; 2512.00; 19999.00; 19997.00; 19999.00; 19997.00; 19999.00;   0.96; 1015.99; 162731.00;   0.67;
-20.25; -41.48; 1015.77; -36.58; 222.78;  41.47;   0.56;  -1.88;  -0.15; 2850.00; 19998.00; 19999.00; 19999.00; 19996.00; 19999.00;   0.96; 1016.82; 162731.00;   0.67;
-21.11; -41.72; 1015.28; -58.45; -503.47; -168.52;   0.55;  -1.88;  -0.15; 1513.00; 20041.00; 19955.00; 20000.00; 19999.00; 19998.00;   0.96; 1016.36; 162731.00;   0.67;
09:56:48
-20.86; -41.72; 1015.28; -14.70; 572.78;   6.47;   0.59;  -1.89;  -0.14; 41748.00; 19997.00; 19999.00; 20002.00; 19994.00; 20054.00;   0.96; 1016.36; 163184.00;   0.67;
-21.23; -41.36; 1015.04; -128.45; -350.35; -129.15;   0.56;  -1.89;  -0.14; 2083.00; 19944.00; 20001.00; 19999.00; 19998.00; 19997.00;   0.96; 1016.10; 163184.00;   0.67;
-20.74; -41.72; 1015.77;  81.55; 279.65; -207.90;   0.61;  -1.89;  -0.13; 2335.00; 19999.00; 20000.00; 19996.00; 19999.00; 19997.00;   0.96; 1016.84; 163184.00;   0.67;
-20.74; -41.36; 1016.02; -255.33; -219.10; -32.90;   0.58;  -1.89;  -0.12; 1247.00; 20000.00; 20051.00; 19944.00; 19999.00; 19997.00;   0.96; 1017.07; 163184.00;   0.67;
-21.23; -41.36; 1016.02; 239.05;  52.15; -221.02;   0.63;  -1.88;  -0.12; 2523.00; 20145.00; 19853.00; 19999.00; 20068.00; 19928.00;   0.96; 1017.08; 163184.00;   0.67;
-21.23; -41.72; 1014.92; -237.83; 104.65;  37.10;   0.60;  -1.90;  -0.11; 2311.00; 19999.00; 19997.00; 19999.00; 19999.00; 19999.00;   0.96; 1016.00; 163184.00;   0.67;
-20.62; -41.48; 1015.53; 230.30; -131.60; -361.02;   0.63;  -1.89;  -0.11; 2779.00; 19997.00; 19999.00; 19997.00; 19999.00; 19997.00;   0.96; 1016.58; 163184.00;   0.67;
-21.11; -41.60; 1014.80; -167.83; 144.03; 133.35;   0.63;  -1.90;  -0.10; 2803.00; 20000.00; 19998.00; 19997.00; 19999.00; 19997.00;   0.96; 1015.87; 163184.00;   0.67;
-20.74; -41.60; 1015.77; 112.17;  -4.72; -251.65;   0.63;  -1.89;  -0.09; 2797.00; 20000.00; 19996.00; 19999.00; 19997.00; 19999.00;   0.96; 1016.84; 163184.00;   0.67;
-20.50; -41.60; 1015.28; -141.58; -236.60;  98.35;   0.65;  -1.90;  -0.08; 199.00; 19997.00; 20025.00; 19974.00; 20000.00; 19997.00;   0.96; 1016.34; 163184.00;   0.67;
09:56:49
-21.23; -41.48; 1015.28;  29.05; 406.53; -264.77;   0.63;  -1.90;  -0.08; 41705.00; 19999.00; 19999.00; 19999.00; 20020.00; 19975.00;   0.96; 1016.35; 163549.00;   0.67;
-21.35; -41.72; 1015.28; -163.45; -665.35; 177.10;   0.65;  -1.91;  -0.07; 2270.00; 20000.00; 19999.00; 19999.00; 19997.00; 19999.00;   0.96; 1016.37; 163549.00;   0.67;
-21.23; -41.48; 1016.02;  99.05; 555.28; -133.52;   0.65;  -1.91;  -0.07; 2277.00; 19997.00; 19999.00; 19997.00; 19999.00; 19997.00;   0.96; 1017.08; 163549.00;   0.67;
-21.35; -41.48; 1014.92; -102.20; -555.97;   2.10;   0.66;  -1.92;  -0.07; 2444.00; 20000.00; 19996.00; 19999.00; 19997.00; 19999.00;   0.96; 1015.99; 163549.00;   0.67;
-21.23; -41.72; 1015.28;  59.67; -13.47;  -6.65;   0.65;  -1.92;  -0.07; 2603.00; 19997.00; 19999.00; 19997.00; 19999.00; 19997.00;   0.96; 1016.36; 163549.00;   0.67;
-21.35; -41.36; 1015.53;  -1.58; -236.60; 168.35;   0.66;  -1.92;  -0.07; 2635.00; 19999.00; 19997.00; 19999.00; 19997.00; 19999.00;   0.96; 1016.59; 163549.00;   0.67;
-21.96; -41.36; 1016.02; -23.45; 222.78;  10.85;   0.65;  -1.92;  -0.07; 2742.00; 19997.00; 19999.00; 19997.00; 19999.00; 19997.00;   0.96; 1017.09; 163549.00;   0.67;
-20.98; -41.60; 1015.41;  24.67; -420.35;  89.60;   0.65;  -1.92;  -0.07; 2934.00; 19999.00; 19997.00; 19999.00; 19997.00; 19999.00;   0.96; 1016.47; 163549.00;   0.67;
-20.98; -41.72; 1015.28;  90.30; 529.03;  50.22;   0.65;  -1.93;  -0.08; 3002.00; 19998.00; 19998.00; 19997.00; 19999.00; 19997.00;   0.96; 1016.36; 163549.00;   0.67;
-20.86; -41.72; 1015.28; -75.95; -590.97;  -2.28;   0.64;  -1.93;  -0.08; 697.00; 19999.00; 20003.00; 19993.00; 20000.00; 19999.00;   0.96; 1016.36; 163549.00;   0.67;
09:56:50
-20.86; -41.60; 1015.28;  68.42; 406.53; -54.78;   0.67;  -1.93;  -0.08; 338.00; 19998.00; 19997.00; 19999.00; 19997.00; 20261.00;   0.96; 1016.35; 163205.00;   0.67;
-20.74; -41.48; 1015.41; -23.45; -302.22; -37.28;   0.65;  -1.93;  -0.08; 61812.00; 19981.00; 19755.00; 19999.00; 20027.00; 19970.00;   0.96; 1016.46; 163205.00;   0.67;
-20.86; -41.72; 1015.53;  85.92;  21.53; -46.03;   0.68;  -1.94;  -0.08; 42046.00; 20000.00; 20000.00; 19998.00; 20049.00; 19950.00;   0.96; 1016.60; 163205.00;   0.67;
-21.35; -41.60; 1015.53; -80.33; 179.03; -67.90;   0.65;  -1.95;  -0.09; 1282.00; 20001.00; 20044.00; 19959.00; 19995.00; 19996.00;   0.96; 1016.60; 163205.00;   0.67;
-21.96; -41.72; 1014.80;  46.55; -398.47; -85.40;   0.67;  -1.95;  -0.08; 2267.00; 19999.00; 19998.00; 19998.00; 19998.00; 19998.00;   0.96; 1015.89; 163205.00;   0.67;
-20.37; -41.72; 1015.77;  20.30; 380.28; -59.15;   0.66;  -1.96;  -0.09; 2308.00; 19999.00; 19996.00; 19999.00; 19997.00; 19999.00;   0.96; 1016.83; 163205.00;   0.67;
-21.23; -41.72; 1015.77; -14.70; -420.35; -181.65;   0.68;  -1.96;  -0.08; 2440.00; 19997.00; 19999.00; 19997.00; 19999.00; 19997.00;   0.96; 1016.85; 163205.00;   0.67;
-20.50; -41.48; 1015.77;  59.67; 542.15; -46.03;   0.68;  -1.96;  -0.07; 3001.00; 20034.00; 19962.00; 19999.00; 19997.00; 19999.00;   0.96; 1016.83; 163205.00;   0.67;
-21.11; -41.60; 1014.55; -202.83; -297.85; -67.90;   0.68;  -1.96;  -0.06; 3139.00; 19998.00; 19998.00; 19997.00; 19999.00; 19997.00;   0.96; 1015.62; 163205.00;   0.67;
-20.98; -41.48; 1015.28; 134.05; 148.40; -256.02;   0.69;  -1.96;  -0.06; 705.00; 19999.00; 19998.00; 19999.00; 20000.00; 20002.00;   0.96; 1016.35; 163205.00;   0.67;
09:56:51
-20.98; -41.48; 1015.77; -163.45;  17.15; -46.03;   0.68;  -1.96;  -0.06; 42111.00; 19998.00; 19998.00; 19996.00; 19999.00; 19999.00;   0.96; 1016.84; 163136.00;   0.67;
-21.11; -41.48; 1016.02; 195.30; -131.60; -190.40;   0.69;  -1.96;  -0.05; 1960.00; 20000.00; 19999.00; 20001.00; 19995.00; 19999.00;   0.96; 1017.08; 163136.00;   0.67;
-21.23; -41.60; 1014.92; 129.67; -210.35;  37.10;   0.68;  -1.96;  -0.05; 2444.00; 19997.00; 19999.00; 19997.00; 19999.00; 19997.00;   0.96; 1015.99; 163136.00;   0.67;
-21.11; -41.72; 1015.16;  29.05; 310.28; 229.60;   0.71;  -1.97;  -0.04; 2393.00; 20000.00; 19996.00; 19999.00; 19997.00; 19999.00;   0.96; 1016.24; 163136.00;   0.67;
-20.86; -41.60; 1015.04;  29.05;  -9.10; 115.85;   0.70;  -1.98;  -0.04; 2601.00; 19997.00; 19999.00; 19997.00; 19999.00; 19997.00;   0.96; 1016.11; 163136.00;   0.67;
-21.23; -41.36; 1015.65; 155.92;  21.53; 124.60;   0.71;  -1.97;  -0.04; 2743.00; 19999.00; 19997.00; 19999.00; 19997.00; 19999.00;   0.96; 1016.71; 163136.00;   0.67;
-20.98; -41.60; 1015.28;  42.17; 240.28; 277.73;   0.69;  -1.98;  -0.04; 2801.00; 19997.00; 19999.00; 19999.00; 19999.00; 19997.00;   0.96; 1016.35; 163136.00;   0.67;
-21.35; -41.60; 1015.53; 120.92; -210.35;  37.10;   0.70;  -1.97;  -0.05; 2756.00; 19999.00; 19997.00; 19999.00; 20148.00; 19848.00;   0.96; 1016.60; 163136.00;   0.67;
-21.11; -41.60; 1015.04;  -1.58; 428.40; 163.98;   0.71;  -1.98;  -0.05; 3051.00; 19998.00; 19998.00; 19997.00; 19999.00; 19997.00;   0.96; 1016.11; 163136.00;   0.67;
-20.86; -41.48; 1015.16;  11.55; -389.72; 177.10;   0.69;  -1.98;  -0.06; 248.00; 19999.00; 19998.00; 19998.00; 20331.00; 19840.00;   0.96; 1016.22; 163136.00;   0.67;
09:56:52
-20.98; -41.48; 1015.16;  37.80; 187.78;  98.35;   0.71;  -1.98;  -0.04; 345.00; 20001.00; 19822.00; 20001.00; 19995.00; 20000.00;   0.96; 1016.23; 163623.00;   0.67;
-20.98; -41.48; 1015.28; -19.08; -96.60;  41.47;   0.68;  -1.98;  -0.06; 905.00; 20002.00; 20037.00; 20088.00; 20049.00; 19818.00;   0.96; 1016.35; 163623.00;   0.67;
-20.86; -41.48; 1015.53;  37.80; -254.10; 120.22;   0.72;  -1.98;  -0.05; 2101.00; 19998.00; 20109.00; 20077.00; 20039.00; 19770.00;   0.96; 1016.59; 163623.00;   0.67;
-20.62; -41.48; 1015.28; -45.33; 270.90;  54.60;   0.69;  -1.98;  -0.06; 20935.00; 20000.00; 19996.00; 19999.00; 19998.00; 19999.00;   0.96; 1016.34; 163623.00;   0.67;
-21.11; -41.36; 1015.53; -141.58; -485.97;  19.60;   0.73;  -1.98;  -0.06; 2616.00; 19998.00; 19999.00; 19997.00; 20002.00; 19996.00;   0.96; 1016.59; 163623.00;   0.67;
-21.47; -41.60; 1015.65; 160.30; 424.03;  10.85;   0.71;  -1.99;  -0.06; 1524.00; 19999.00; 19997.00; 19999.00; 19997.00; 20002.00;   0.96; 1016.73; 163623.00;   0.67;
-21.35; -41.48; 1015.89; -180.95; -652.22;   2.10;   0.73;  -1.99;  -0.06; 1986.00; 19998.00; 19996.00; 20001.00; 20162.00; 19941.00;   0.96; 1016.96; 163623.00;   0.67;
-21.59; -41.48; 1015.16;  42.17; 205.28; -102.90;   0.72;  -1.99;  -0.06; 2997.00; 19891.00; 20199.00; 19880.00; 19918.00; 19999.00;   0.96; 1016.24; 163623.00;   0.67;
-20.86; -41.36; 1015.28; -102.20; -249.72;  32.72;   0.72;  -1.99;  -0.06; 3120.00; 19998.00; 19998.00; 19997.00; 19999.00; 19999.00;   0.96; 1016.34; 163623.00;   0.67;
-20.62; -41.48; 1015.16;  55.30; -179.72; -11.03;   0.73;  -1.99;  -0.06; 20267.00; 20000.00; 19996.00; 20000.00; 20002.00; 19997.00;   0.96; 1016.22; 163623.00;   0.67;
09:56:53
-21.35; -41.60; 1014.92; -75.95; -647.85;   6.47;   0.72;  -1.99;  -0.06; 37989.00; 19998.00; 20048.00; 19950.00; 20000.00; 19998.00;   0.96; 1015.99; 163143.00;   0.67;
-21.59; -41.60; 1015.28;  24.67; 445.90; -11.03;   0.74;  -1.99;  -0.06; 1986.00; 20000.00; 19998.00; 19998.00; 20181.00; 19815.00;   0.96; 1016.37; 163143.00;   0.67;
-21.11; -41.72; 1014.80; -154.70; -604.10;  85.22;   0.73;  -1.99;  -0.06; 1190.00; 19997.00; 20463.00; 19533.00; 20305.00; 19695.00;   0.96; 1015.87; 163143.00;   0.67;
-21.72; -41.60; 1015.53; 225.92; 371.53;   6.47;   0.75;  -2.00;  -0.05; 635.00; 19999.00; 19996.00; 19999.00; 19997.00; 19999.00;   0.96; 1016.61; 163143.00;   0.67;
-20.98; -41.48; 1015.28; -185.33; -324.10; 198.98;   0.72;  -2.00;  -0.06; 2298.00; 20215.00; 19782.00; 19999.00; 19997.00; 19999.00;   0.96; 1016.35; 163143.00;   0.67;
-21.84; -41.72; 1014.92; 186.55;  39.03; -28.53;   0.74;  -2.00;  -0.06; 2503.00; 20150.00; 19846.00; 19997.00; 20068.00; 19931.00;   0.96; 1016.01; 163143.00;   0.67;
-21.23; -41.48; 1015.28; -102.20; 174.65; 365.23;   0.74;  -2.01;  -0.07; 1652.00; 19999.00; 19997.00; 20001.00; 19999.00; 19998.00;   0.96; 1016.35; 163143.00;   0.67;
-21.11; -41.48; 1015.65; 269.67; -114.10; -85.40;   0.73;  -2.01;  -0.07; 1190.00; 20001.00; 19999.00; 19999.00; 19996.00; 20000.00;   0.96; 1016.72; 163143.00;   0.67;
-20.74; -41.60; 1015.77; -54.08; 428.40; 334.60;   0.74;  -2.01;  -0.08; 3141.00; 20000.00; 19998.00; 19998.00; 19997.00; 19999.00;   0.96; 1016.84; 163143.00;   0.67;
-21.23; -41.72; 1014.92;  68.42; -140.35; 185.85;   0.73;  -2.01;  -0.07; 893.00; 19997.00; 20000.00; 20023.00; 19974.00; 20002.00;   0.96; 1016.00; 163143.00;   0.67;
09:56:54
-20.98; -41.72; 1014.92;  94.67; 218.40; 220.85;   0.77;  -2.01;  -0.07; 41255.00; 19997.00; 19998.00; 20010.00; 19986.00; 20000.00;   0.96; 1015.99; 162553.00;   0.67;
-21.35; -41.60; 1015.28;   2.80; 100.28; 128.98;   0.74;  -2.02;  -0.07; 22132.00; 20373.00; 19627.00; 19998.00; 19997.00; 19999.00;   0.96; 1016.36; 162553.00;   0.67;
-21.47; -41.60; 1015.77; 169.05; -13.47; 133.35;   0.76;  -2.02;  -0.07; 2296.00; 20145.00; 19888.00; 19962.00; 19999.00; 19997.00;   0.96; 1016.85; 162553.00;   0.67;
-20.98; -41.72; 1014.67; -23.45; 410.90; 242.73;   0.73;  -2.02;  -0.07; 2327.00; 20000.00; 19996.00; 20001.00; 19997.00; 19999.00;   0.96; 1015.75; 162553.00;   0.67;
-21.47; -41.60; 1015.28;  29.05; -398.47;  -6.65;   0.76;  -2.02;  -0.07; 2609.00; 19997.00; 20002.00; 20276.00; 19718.00; 19999.00;   0.96; 1016.36; 162553.00;   0.67;
-20.74; -41.60; 1015.16; -10.33; 375.90; 124.60;   0.75;  -2.03;  -0.07; 22558.00; 19997.00; 19999.00; 19997.00; 19999.00; 19997.00;   0.96; 1016.23; 162553.00;   0.67;
-21.23; -41.36; 1015.65; -23.45; -328.47;  19.60;   0.76;  -2.03;  -0.06; 2877.00; 20000.00; 20106.00; 19890.00; 19999.00; 19997.00;   0.96; 1016.71; 162553.00;   0.67;
-20.86; -41.60; 1015.53;  37.80;  82.78;  45.85;   0.76;  -2.03;  -0.06; 2917.00; 19999.00; 20046.00; 19949.00; 19999.00; 19997.00;   0.96; 1016.59; 162553.00;   0.67;
