ESTABILIDAD;04/10/2025 09:54:24;DOBACK027;Sesión:1;
ax; ay; az; gx; gy; gz; roll; pitch; yaw; timeantwifi; usciclo1; usciclo2; usciclo3; usciclo4; usciclo5; si; accmag; microsds; k3
9.52; -13.42; 1008.21; -1084.65; 595.17; -863.36;  -2.29;   4.06; -269.69; 1607.00; 19992.00; 20003.00; 19995.00; 20001.00; 20002.00;   0.98; 1008.34; 195356.00;   0.50;
9.15; -11.71; 1008.09; -249.02; 586.42; -1296.49;  -2.28;   4.00; -269.68; 11473.00; 19998.00; 19999.00; 20002.00; 19995.00; 20005.00;   0.98; 1008.20; 195356.00;   0.50;
8.91; -11.22; 1008.70; 258.48; 153.30; -1086.49;  -2.26;   3.92; -269.65; 43235.00; 19993.00; 19999.00; 20001.00; 20001.00; 19997.00;   0.98; 1008.80; 195356.00;   0.50;
09:54:28
9.03; -11.47; 1006.74; -60.90; 153.30; -487.11;  -2.23;   3.85; -269.64; 67186.00; 20001.00; 20001.00; 19995.00; 19999.00; 19999.00;   0.98; 1006.85; 195356.00;   0.50;
8.30; -11.10; 1008.82;  35.35; 166.42; 475.39;  -2.21;   3.81; -269.64; 882.00; 19999.00; 19999.00; 20003.00; 19996.00; 19998.00;   0.98; 1008.91; 194166.00;   0.50;
8.78; -10.37; 1007.11; 354.73;  -4.20; 672.26;  -2.18;   3.74; -269.64; 52541.00; 20003.00; 19995.00; 20076.00; 19927.00; 19995.00;   0.98; 1007.20; 194166.00;   0.50;
8.78; -10.37; 1007.11; 337.23; -520.45; 1039.76;  -2.15;   3.66; -269.64; 152677.00; 20008.00; 19990.00; 19999.00; 19999.00; 20002.00;   0.98; 1007.20; 194166.00;   0.50;
8.78; -10.37; 1007.11; -205.27; -266.70; 1332.89;  -2.11;   3.60; -269.65; 252917.00; 19997.00; 19999.00; 19999.00; 19999.00; 19999.00;   0.98; 1007.20; 194166.00;   0.50;
9.03;  -9.76; 1007.84; -725.90; 245.17; 1214.76;  -2.08;   3.52; -269.66; 11512.00; 19999.00; 20229.00; 19785.00; 19981.00; 20001.00;   0.98; 1007.93; 194166.00;   0.50;
9.27; -10.37; 1006.87; -708.40; 258.30; 479.76;  -2.06;   3.47; -269.66; 4007.00; 20001.00; 19995.00; 19999.00; 20026.00; 20022.00;   0.98; 1006.96; 194166.00;   0.50;
9.88; -10.25; 1006.62; -520.28;  96.42; -220.24;  -2.03;   3.39; -269.64; 74783.00; 19951.00; 20001.00; 20001.00; 19997.00; 19999.00;   0.98; 1006.72; 194166.00;   0.50;
10.49; -10.74; 1007.11; -625.28; 310.80; -377.74;  -2.01;   3.33; -269.61; 5305.00; 19999.00; 19999.00; 19999.00; 20000.00; 20003.00;   0.98; 1007.22; 194166.00;   0.50;
11.22; -10.49; 1006.50; -1207.15; 827.05; -736.49;  -1.99;   3.28; -269.58; 13250.00; 19995.00; 20003.00; 19998.00; 19999.00; 20000.00;   0.98; 1006.62; 194166.00;   0.50;
09:54:29
10.25;  -9.03; 1007.84; -585.90; 568.92; -736.49;  -1.97;   3.24; -269.55; 9208.00; 20001.00; 19999.00; 20000.00; 20002.00; 19997.00;   0.98; 1007.93; 194166.00;   0.50;
9.76;  -8.54; 1006.99; 267.23; 302.05; -705.86;  -1.93;   3.18; -269.49; 1418.00; 20002.00; 19995.00; 20008.00; 19992.00; 19998.00;   0.98; 1007.07; 195158.00;   0.50;
9.03;  -6.83; 1008.57; 240.98; 354.55; -80.24;  -1.88;   3.11; -269.45; 4463.00; 20002.00; 20001.00; 20004.00; 19994.00; 19997.00;   0.98; 1008.64; 195158.00;   0.50;
9.39;  -4.39; 1007.48; -130.90; 472.67; 624.14;  -1.82;   3.07; -269.43; 4688.00; 20002.00; 19998.00; 19997.00; 20003.00; 19999.00;   0.98; 1007.53; 195158.00;   0.50;
8.05;  -3.90; 1006.26; 267.23; 201.42; 838.51;  -1.76;   3.01; -269.41; 1767.00; 19998.00; 20001.00; 19995.00; 20002.00; 20001.00;   0.99; 1006.30; 195158.00;   0.50;
7.44;  -2.20; 1007.72; 350.35; -91.70; 969.76;  -1.71;   2.95; -269.38; 20992.00; 19999.00; 20003.00; 19995.00; 19995.00; 20001.00;   0.99; 1007.75; 195158.00;   0.50;
7.69;  -1.59; 1008.57; -126.52; -47.95; 1236.64;  -1.67;   2.90; -269.34; 14171.00; 20000.00; 20002.00; 19995.00; 19999.00; 20003.00;   0.99; 1008.60; 195158.00;   0.50;
7.08;  -1.22; 1008.45; -393.40; 262.67; 1201.64;  -1.65;   2.86; -269.28; 16509.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.99; 1008.48; 195158.00;   0.50;
6.83;  -1.10; 1007.72; -524.65; 402.67; 457.89;  -1.62;   2.80; -269.23; 14826.00; 19997.00; 19999.00; 19999.00; 20003.00; 20000.00;   0.99; 1007.74; 195158.00;   0.50;
7.44;  -1.71; 1006.99; -533.40; 210.17; 138.51;  -1.59;   2.74; -269.19; 12537.00; 19998.00; 19995.00; 19999.00; 20003.00; 20062.00;   0.99; 1007.02; 195158.00;   0.50;
09:54:30
8.78;  -2.20; 1006.13; -1211.53; 582.05; -93.36;  -1.54;   2.69; -269.17; 8908.00; 19935.00; 20000.00; 20008.00; 19989.00; 20001.00;   0.98; 1006.17; 195158.00;   0.50;
9.15;  -2.20; 1007.48; -791.53; 844.55; -517.74;  -1.49;   2.66; -269.15; 358.00; 20005.00; 19995.00; 20001.00; 20004.00; 19993.00;   0.98; 1007.52; 195701.00;   0.50;
9.64;  -2.32; 1005.04; -25.90; 844.55; -1173.99;  -1.43;   2.62; -269.13; 21345.00; 20002.00; 19997.00; 19999.00; 20151.00; 19851.00;   0.98; 1005.08; 195701.00;   0.50;
9.52;  -2.32; 1006.38;  83.48; 323.92; -1047.11;  -1.39;   2.55; -269.10; 1765.00; 20003.00; 19998.00; 19995.00; 20003.00; 19999.00;   0.98; 1006.43; 195701.00;   0.50;
9.03;  -2.32; 1006.62; -187.77; 350.17; -395.24;  -1.36;   2.52; -269.06; 15949.00; 19998.00; 19997.00; 19999.00; 19999.00; 20003.00;   0.98; 1006.67; 195701.00;   0.50;
9.03;  -2.20; 1007.84;  -8.40; 433.30;  68.51;  -1.33;   2.47; -269.02; 45865.00; 20029.00; 19967.00; 20002.00; 19995.00; 19999.00;   0.98; 1007.88; 195701.00;   0.50;
9.76;  -3.17; 1007.84; 407.23;   8.92; 567.26;  -1.31;   2.42; -268.97; 11518.00; 20003.00; 19998.00; 20035.00; 19962.00; 20001.00;   0.98; 1007.89; 195701.00;   0.50;
11.10;  -4.39; 1005.40; -130.90; -367.33; 1241.01;  -1.30;   2.36; -268.92; 9919.00; 20001.00; 20049.00; 19951.00; 19997.00; 20002.00;   0.98; 1005.47; 195701.00;   0.50;
11.35;  -5.49; 1004.43; -962.15; -249.20; 1827.26;  -1.30;   2.23; -268.87; 7666.00; 20009.00; 19986.00; 20129.00; 19872.00; 20001.00;   0.98; 1004.51; 195701.00;   0.50;
9.64;  -4.39; 1007.96; -1832.78; 109.55; 1503.51;  -1.29;   2.02; -268.83; 2071.00; 19998.00; 20001.00; 19998.00; 19997.00; 20003.00;   0.98; 1008.02; 195701.00;   0.50;
09:54:31
9.52;  -4.03; 1007.48; -1491.53; -249.20; 1236.64;  -1.30;   1.80; -268.81; 14001.00; 20000.00; 20050.00; 19950.00; 19997.00; 20001.00;   0.98; 1007.53; 195701.00;   0.50;
8.78;  -3.54; 1005.28; -1876.53; -179.20; 387.89;  -1.29;   1.62; -268.78; 955.00; 19999.00; 19997.00; 20001.00; 20000.00; 20000.00;   0.98; 1005.32; 194452.00;   0.50;
11.47;  -3.42; 1008.09; -1281.53;  83.30; -102.11;  -1.26;   1.44; -268.75; 14442.00; 19998.00; 20001.00; 20071.00; 19926.00; 20002.00;   0.98; 1008.16; 194452.00;   0.50;
11.10;  -0.85; 1007.72; -2095.27; 691.42; -508.99;  -1.25;   1.32; -268.73; 3232.00; 19995.00; 20003.00; 19997.00; 20007.00; 19994.00;   0.98; 1007.78; 194452.00;   0.50;
10.00;   9.39; 1007.48; -1552.78; 923.30; -1191.49;  -1.23;   1.31; -268.73; 9348.00; 19998.00; 20001.00; 19997.00; 20001.00; 20001.00;   0.98; 1007.57; 194452.00;   0.50;
7.81;  29.89; 1011.62; 354.73; 652.05; -1506.49;  -1.19;   1.28; -268.71; 7721.00; 19998.00; 20001.00; 19997.00; 20001.00; 20001.00;   0.99; 1012.10; 194452.00;   0.50;
6.47;  49.04; 1010.53; 332.85; 805.17; -1541.49;  -1.10;   1.18; -268.69; 4498.00; 19995.00; 20001.00; 20000.00; 19998.00; 20001.00;   0.99; 1011.74; 194452.00;   0.50;
4.27;  66.73; 1010.04; -695.28; 638.92; -539.61;  -1.02;   1.14; -268.69; 31876.00; 19998.00; 20040.00; 19962.00; 19999.00; 19995.00;   0.99; 1012.25; 194452.00;   0.50;
2.07;  88.57; 1007.84;  52.85; 363.30; 243.51;  -0.98;   1.19; -268.71; 29758.00; 20001.00; 20002.00; 19997.00; 20002.00; 19998.00;   1.00; 1011.73; 194452.00;   0.50;
0.73;  98.70; 1005.04; 717.85; -166.08; 361.64;  -0.96;   1.20; -268.72; 9701.00; 19997.00; 20029.00; 19971.00; 20001.00; 20026.00;   1.00; 1009.87; 194452.00;   0.50;
09:54:32
-0.49; 103.21; 1003.82; 538.47; -769.83; 926.01;  -0.94;   1.19; -268.73; 28888.00; 19976.00; 20108.00; 19917.00; 19973.00; 19996.00;   1.00; 1009.11; 194452.00;   0.50;
0.49; 105.29; 1000.64; 1995.35; -537.95; 987.26;  -0.94;   1.37; -268.72; 2504.00; 20002.00; 19995.00; 20002.00; 19998.00; 20003.00;   1.00; 1006.17; 195286.00;   0.50;
1.22; 104.19; 998.08; 3237.85; -135.45; 1026.64;  -0.97;   1.63; -268.69; 25152.00; 19998.00; 20001.00; 20098.00; 19899.00; 19997.00;   1.00; 1003.51; 195286.00;   0.50;
2.20; 101.38; 999.91; 1969.10; -240.45; 1057.26;  -0.98;   1.73; -268.65; 17007.00; 20003.00; 19995.00; 20001.00; 20002.00; 20013.00;   1.00; 1005.04; 195286.00;   0.50;
3.05;  97.84; 1005.65; 275.98; -183.58; 650.39;  -0.95;   1.63; -268.62; 5001.00; 19984.00; 20001.00; 20001.00; 19997.00; 20002.00;   0.99; 1010.40; 195286.00;   0.50;
4.39;  93.94; 1005.16; -2012.15; 485.80; 156.01;  -0.93;   1.76; -268.63; 13193.00; 19997.00; 20040.00; 19961.00; 19995.00; 20003.00;   0.99; 1009.55; 195286.00;   0.50;
4.15;  93.21; 1007.72; -1404.03; 468.30; -259.61;  -0.93;   1.95; -268.65; 61706.00; 19995.00; 20004.00; 19997.00; 19997.00; 19999.00;   0.99; 1012.03; 195286.00;   0.50;
5.25;  91.50; 1005.77; -642.78; 363.30; -1090.86;  -0.92;   1.81; -268.61; 30426.00; 20115.00; 19887.00; 19997.00; 20003.00; 19995.00;   0.99; 1009.94; 195286.00;   0.50;
5.98;  90.04; 1004.18; -1163.40; 582.05; -1515.24;  -0.89;   1.67; -268.58; 11416.00; 19999.00; 20078.00; 19924.00; 19999.00; 20257.00;   0.99; 1008.23; 195286.00;   0.50;
5.86;  84.79; 1000.77; -214.02; 590.80; -1217.74;  -0.86;   1.73; -268.56; 9068.00; 19737.00; 20001.00; 20002.00; 19997.00; 20002.00;   0.99; 1004.37; 195286.00;   0.50;
09:54:33
7.32;  43.92; 1000.77; 398.48; 428.92; -508.99;  -0.83;   1.77; -268.55; 5416.00; 20000.00; 19997.00; 20001.00; 20044.00; 19956.00;   0.99; 1001.76; 195286.00;   0.50;
8.78;   8.05; 1002.60; 275.98; 153.30; 186.64;  -0.80;   1.67; -268.54;  46.00; 19995.00; 20003.00; 19998.00; 20003.00; 19995.00;   0.98; 1002.67; 194488.00;   0.50;
8.91;  -0.61; 1006.01; 140.35; -131.08; 475.39;  -0.76;   1.62; -268.55; 17317.00; 20003.00; 19999.00; 19999.00; 19997.00; 20003.00;   0.98; 1006.05; 194488.00;   0.50;
7.56;   1.95; 1011.38; 1050.35; -634.20; 1241.01;  -0.74;   1.63; -268.57; 15391.00; 19998.00; 19997.00; 19999.00; 20059.00; 20005.00;   0.99; 1011.41; 194488.00;   0.50;
7.56;  -9.39; 1012.84;  96.60; -341.08; 1306.64;  -0.75;   1.57; -268.58; 13302.00; 19938.00; 19999.00; 20002.00; 19998.00; 20001.00;   0.99; 1012.92; 194488.00;   0.50;
7.20;  18.79; 1005.16; -984.03; 122.67; 873.51;  -0.74;   1.46; -268.58; 9990.00; 19995.00; 20001.00; 20002.00; 20042.00; 19956.00;   0.99; 1005.36; 194488.00;   0.50;
8.17;   9.03; 1001.25; -953.40;  87.67; 212.89;  -0.73;   1.44; -268.58; 3518.00; 19999.00; 19998.00; 20033.00; 19967.00; 20064.00;   0.99; 1001.33; 194488.00;   0.50;
9.64;   3.66; 1003.08; -511.52; 175.17; -268.36;  -0.73;   1.47; -268.57; 6454.00; 20091.00; 19841.00; 20001.00; 20089.00; 19913.00;   0.98; 1003.14; 194488.00;   0.50;
10.37;   3.78; 1006.38; -839.65; 630.17; -517.74;  -0.73;   1.45; -268.54; 3450.00; 20300.00; 19695.00; 20243.00; 19757.00; 20004.00;   0.98; 1006.44; 194488.00;   0.50;
9.64;   4.15; 1006.87; -1005.90; 765.80; -1007.74;  -0.72;   1.41; -268.50; 1400.00; 19993.00; 19999.00; 19999.00; 20001.00; 20001.00;   0.98; 1006.92; 194488.00;   0.50;
09:54:34
9.76;   4.51; 1008.94; 254.10; 258.30; -745.24;  -0.70;   1.39; -268.47; 31452.00; 20002.00; 19994.00; 20011.00; 19990.00; 20001.00;   0.98; 1009.00; 194488.00;   0.50;
9.64;   1.71; 1009.55; 205.98; 288.92; -80.24;  -0.69;   1.37; -268.44; 40748.00; 19999.00; 20038.00; 20180.00; 19781.00; 19997.00;   0.98; 1009.60; 195308.00;   0.50;
9.39;  -2.20; 1008.33; 289.10; -12.95; 558.51;  -0.67;   1.29; -268.44; 18251.00; 19952.00; 19998.00; 19999.00; 20001.00; 20001.00;   0.98; 1008.38; 195308.00;   0.50;
9.27;   2.68; 1006.50; 205.98; -174.83; 663.51;  -0.64;   1.21; -268.44; 19179.00; 19998.00; 19999.00; 20108.00; 19890.00; 20005.00;   0.98; 1006.55; 195308.00;   0.50;
8.54;   7.44; 1006.62; 455.35; -341.08; 1276.01;  -0.60;   1.17; -268.47; 4860.00; 19995.00; 20001.00; 19997.00; 20003.00; 20000.00;   0.98; 1006.69; 195308.00;   0.50;
7.20;  11.96; 1007.84; -266.52; -126.70; 1359.14;  -0.58;   1.15; -268.49; 14391.00; 20058.00; 19940.00; 19995.00; 20003.00; 20037.00;   0.99; 1007.94; 195308.00;   0.50;
6.95;  10.13; 1007.23; -817.78;  30.80; 860.39;  -0.57;   1.11; -268.51; 17928.00; 19957.00; 20001.00; 20001.00; 19997.00; 20003.00;   0.99; 1007.31; 195308.00;   0.50;
7.81;   5.37; 1005.77; -844.03;   4.55; 134.14;  -0.56;   1.08; -268.53; 45723.00; 19997.00; 20092.00; 19947.00; 19961.00; 19997.00;   0.99; 1005.81; 195308.00;   0.50;
8.17;   3.17; 1007.23; -699.65; 162.05; -377.74;  -0.56;   1.07; -268.52; 7085.00; 20184.00; 19817.00; 20027.00; 19971.00; 20009.00;   0.99; 1007.27; 195308.00;   0.50;
8.05;   3.78; 1007.35; -1229.03; 652.05; -495.86;  -0.55;   1.05; -268.50; 57261.00; 19993.00; 19995.00; 20001.00; 20001.00; 19997.00;   0.99; 1007.39; 195308.00;   0.50;
09:54:35
7.69;   3.66; 1009.18; -931.53; 739.55; -907.11;  -0.53;   1.02; -268.49; 24581.00; 20000.00; 20001.00; 20002.00; 19997.00; 20001.00;   0.99; 1009.22; 195308.00;   0.50;
8.30;   2.68; 1008.45; -60.90; 179.55; -972.74;  -0.52;   1.01; -268.47; 2505.00; 20008.00; 19989.00; 20003.00; 19997.00; 20000.00;   0.98; 1008.49; 193383.00;   0.50;
8.91;   3.54; 1008.21; 625.97;  43.92; -570.24;  -0.51;   0.99; -268.43; 20060.00; 20001.00; 19999.00; 20002.00; 19995.00; 20003.00;   0.98; 1008.25; 193383.00;   0.50;
9.03;   5.25; 1006.87; 232.23; 249.55; 156.01;  -0.48;   0.93; -268.41; 53220.00; 19995.00; 19999.00; 20008.00; 19990.00; 20002.00;   0.98; 1006.92; 193383.00;   0.50;
9.15;   9.27; 1006.74; 341.60; -34.83; 602.26;  -0.45;   0.88; -268.42; 27197.00; 20005.00; 19995.00; 19997.00; 20001.00; 19997.00;   0.98; 1006.83; 193383.00;   0.50;
9.03;   7.56; 1007.23; 534.10; -682.33; 1066.01;  -0.45;   0.83; -268.40; 65216.00; 20059.00; 19942.00; 19997.00; 19999.00; 19999.00;   0.98; 1007.30; 193383.00;   0.50;
9.03;   5.86; 1007.11; 380.98; -642.95; 1276.01;  -0.44;   0.79; -268.39; 11067.00; 19999.00; 20003.00; 20007.00; 19988.00; 20003.00;   0.98; 1007.17; 193383.00;   0.50;
9.03;   3.78; 1007.72; -489.65; -393.58; 1639.14;  -0.43;   0.75; -268.40; 59065.00; 19995.00; 20003.00; 20028.00; 20025.00; 19941.00;   0.98; 1007.77; 193383.00;   0.50;
9.27;   3.54; 1007.84; -826.53; -87.33; 1223.51;  -0.44;   0.77; -268.42; 6566.00; 20003.00; 19998.00; 19997.00; 19999.00; 20005.00;   0.98; 1007.89; 193383.00;   0.50;
