ESTABILIDAD;06/10/2025 09:44:32;DOBACK027;Sesión:1;
ax; ay; az; gx; gy; gz; roll; pitch; yaw; timeantwifi; usciclo1; usciclo2; usciclo3; usciclo4; usciclo5; si; accmag; microsds; k3
-2.68;  33.67; 1006.62; -475.30; 655.46; 1448.65;  -7.91;   8.61; -261.36; 1126.00; 19999.00; 19999.00; 19999.00; 19999.00; 20064.00;   1.00; 1007.19; 195852.00;   0.50;
-2.68;  33.67; 1006.62; -864.67; 874.21; 2030.53;  -7.85;   8.50; -261.02; 101432.00; 19950.00; 19978.00; 19999.00; 19999.00; 19999.00;   1.00; 1007.19; 195852.00;   0.50;
-2.32;  32.82; 1006.50; -64.05; 804.21; 2555.52;  -7.80;   8.42; -260.64; 71236.00; 19999.00; 20003.00; 19996.00; 20050.00; 19949.00;   1.00; 1007.04; 195852.00;   0.50;
-3.05;  31.60; 1006.01; -164.67; 681.71; 3938.02;  -7.73;   8.31; -260.24; 53611.00; 19999.00; 19999.00; 20029.00; 19969.00; 19999.00;   0.99; 1006.51; 195852.00;   0.50;
-5.61;  27.82; 1006.13; 224.70; 462.96; 5268.02;  -7.66;   8.21; -259.83; 6154.00; 19999.00; 19999.00; 19999.00; 20003.00; 20025.00;   0.99; 1006.53; 195852.00;   0.50;
-5.73;  26.84; 1006.50;  49.70; 712.34; 5386.15;  -7.57;   8.09; -259.39; 2457.00; 19978.00; 20043.00; 19951.00; 20015.00; 19983.00;   0.99; 1006.87; 195852.00;   0.50;
-16.59;  32.09; 1005.77; -195.30; 1316.09; 4624.90;  -7.45;   7.95; -258.89; 1984.00; 20003.00; 19996.00; 19999.00; 20003.00; 19996.00;   0.97; 1006.42; 195852.00;   0.50;
-18.67;  33.67; 1005.52; 408.45; 1674.84; 4664.27;  -7.32;   7.82; -258.35; 6235.00; 20001.00; 19998.00; 19999.00; 20005.00; 19993.00;   0.97; 1006.26; 195852.00;   0.50;
-20.98;  35.87; 1004.79; -24.67; 1727.34; 6116.77;  -7.15;   7.70; -257.75; 16739.00; 20003.00; 19996.00; 19999.00; 20001.00; 20002.00;   0.96; 1005.65; 195852.00;   0.50;
09:44:35
-22.45;  36.48; 1006.01; 167.83; 1749.21; 6291.77;  -6.98;   7.58; -257.11; 15873.00; 19996.00; 20016.00; 19984.00; 20002.00; 19999.00;   0.96; 1006.92; 195852.00;   0.50;
-23.67;  35.62; 1006.50; 749.70; 1771.09; 6374.90;  -6.82;   7.49; -256.42; 35420.00; 19999.00; 19998.00; 19999.00; 19999.00; 20007.00;   0.96; 1007.41; 195852.00;   0.50;
-24.89;  34.16; 1005.77; 264.08; 1889.21; 7731.15;  -6.66;   7.38; -255.63; 36100.00; 19992.00; 20003.00; 19996.00; 20007.00; 19992.00;   0.95; 1006.66; 198530.00;   0.50;
-26.60;  32.09; 1005.28; 1125.95; 2501.71; 6453.65;  -6.47;   7.32; -254.84; 458.00; 19999.00; 20003.00; 19996.00; 20050.00; 19949.00;   0.95; 1006.14; 198530.00;   0.50;
-29.77;  28.67; 1005.16; 1261.57; 2304.84; 8081.15;  -6.28;   7.22; -253.97; 16041.00; 19999.00; 20003.00; 19996.00; 20003.00; 19996.00;   0.95; 1006.01; 198530.00;   0.50;
-29.77;  27.57; 1006.50; 2245.95; 2720.46; 7556.15;  -6.06;   7.09; -253.06; 4660.00; 19999.00; 20003.00; 19995.00; 20003.00; 19996.00;   0.95; 1007.32; 198530.00;   0.50;
-30.01;  28.06; 1008.21; 386.58; 3420.46; 8558.03;  -5.78;   7.00; -252.16; 16732.00; 19999.00; 20003.00; 19996.00; 20081.00; 19931.00;   0.95; 1009.04; 198530.00;   0.50;
-30.26;  27.45; 1008.09; 430.33; 3459.84; 9104.90;  -5.47;   6.96; -251.23; 23634.00; 19980.00; 19999.00; 19999.00; 19999.00; 20010.00;   0.95; 1008.91; 198530.00;   0.50;
-30.62;  26.72; 1008.21; -624.05; 3722.34; 9179.28;  -5.15;   6.95; -250.30; 35439.00; 19992.00; 20001.00; 19996.00; 20005.00; 19993.00;   0.94; 1009.03; 198530.00;   0.50;
-30.62;  25.13; 1006.74; -435.92; 3608.59; 9533.65;  -4.83;   6.94; -249.34; 15488.00; 20009.00; 19993.00; 19996.00; 20031.00; 19972.00;   0.94; 1007.52; 198530.00;   0.50;
09:44:36
-23.55;  22.08; 1002.72; 692.83; 3612.96; 9004.28;  -4.53;   6.92; -248.36; 10360.00; 19998.00; 19998.00; 20003.00; 19996.00; 19999.00;   0.96; 1003.24; 198530.00;   0.50;
-20.25;  20.74; 1003.21; 1095.32; 3319.84; 10159.28;  -4.24;   6.84; -247.33; 2268.00; 19999.00; 20005.00; 19994.00; 20000.00; 19998.00;   0.96; 1003.62; 195894.00;   0.50;
-20.01;  18.79; 1006.01; 2425.32; 3114.21; 9266.78;  -3.95;   6.76; -246.30; 25069.00; 20030.00; 19968.00; 20042.00; 19960.00; 20000.00;   0.96; 1006.39; 195894.00;   0.50;
-21.35;  16.35; 1008.09; 1475.95; 2597.96; 11222.40;  -3.69;   6.68; -245.22; 21806.00; 19996.00; 19999.00; 20003.00; 20002.00; 19993.00;   0.96; 1008.44; 195894.00;   0.50;
-23.18;  12.32; 1009.18; 771.58; 2825.46; 10859.28;  -3.47;   6.63; -244.10; 29578.00; 20003.00; 19999.00; 19996.00; 20003.00; 19996.00;   0.96; 1009.53; 195894.00;   0.50;
-24.40;  10.61; 1006.74;  89.08; 3219.21; 10627.40;  -3.25;   6.62; -242.99; 5647.00; 19999.00; 19999.00; 19999.00; 20019.00; 19979.00;   0.96; 1007.10; 195894.00;   0.50;
-25.86;  10.13; 1002.60; -991.55; 3612.96; 11086.78;  -3.01;   6.61; -241.85; 16504.00; 20003.00; 19996.00; 20003.00; 19996.00; 19999.00;   0.95; 1002.98; 195894.00;   0.50;
-26.35;  10.25; 1002.84; 565.95; 3766.09; 9459.28;  -2.73;   6.60; -240.72; 29308.00; 20003.00; 19996.00; 19999.00; 20096.00; 19943.00;   0.95; 1003.24; 195894.00;   0.50;
-30.26;  10.37; 1006.99; 740.95; 3398.59; 10749.90;  -2.45;   6.55; -239.56; 3887.00; 19958.00; 19999.00; 19999.00; 20005.00; 19996.00;   0.95; 1007.50; 195894.00;   0.50;
-30.38;   8.78; 1007.48; 1572.20; 3608.59; 9901.15;  -2.19;   6.50; -238.37; 15960.00; 20298.00; 19699.00; 20003.00; 19996.00; 20003.00;   0.94; 1007.97; 195894.00;   0.50;
09:44:37
-30.26;   8.66; 1005.77; 605.33; 3932.34; 11047.40;  -1.91;   6.49; -237.20; 68356.00; 19996.00; 20003.00; 20049.00; 19946.00; 19999.00;   0.95; 1006.26; 195894.00;   0.50;
-29.89;   8.54; 1005.77; 885.33; 4129.21; 11126.15;  -1.60;   6.45; -235.97; 89427.00; 19999.00; 20175.00; 19824.00; 19999.00; 20001.00;   0.95; 1006.25; 195894.00;   0.50;
-29.77;   8.30; 1004.18; -15.92; 4374.21; 10592.40;  -1.28;   6.45; -234.77; 36317.00; 20002.00; 19996.00; 19999.00; 19999.00; 20001.00;   0.95; 1004.66; 198109.00;   0.50;
-31.23;   8.05; 1003.94; 303.45; 3879.84; 11668.65;  -0.99;   6.43; -233.50; 15906.00; 19998.00; 20003.00; 20059.00; 19963.00; 19978.00;   0.94; 1004.46; 198109.00;   0.50;
-32.33;   7.32; 1005.04; 145.95; 4190.46; 11384.28;  -0.71;   6.48; -232.25; 12553.00; 20000.00; 19996.00; 20003.00; 20011.00; 19987.00;   0.94; 1005.58; 198109.00;   0.50;
-32.33;   7.32; 1005.04; 329.70; 4273.59; 11988.03;  -0.41;   6.49; -230.96; 112602.00; 20002.00; 19996.00; 19999.00; 19999.00; 19999.00;   0.94; 1005.58; 198109.00;   0.50;
-33.67;   7.32; 1008.45; 1178.45; 4242.96; 11117.40;  -0.09;   6.49; -229.68; 75885.00; 20003.00; 20000.00; 19996.00; 19999.00; 20040.00;   0.94; 1009.04; 198109.00;   0.50;
-33.79;   7.08; 1008.70; 767.20; 3923.59; 11852.40;   0.20;   6.45; -228.35; 56973.00; 19961.00; 19997.00; 20003.00; 19996.00; 19999.00;   0.94; 1009.29; 198109.00;   0.50;
-32.82;   6.10; 1009.18; 701.58; 4396.09; 11677.40;   0.49;   6.49; -227.04; 3829.00; 19999.00; 20003.00; 19999.00; 20003.00; 19996.00;   0.94; 1009.74; 198109.00;   0.50;
-32.57;   5.98; 1007.23;   1.58; 4750.46; 12075.53;   0.85;   6.51; -225.77; 2410.00; 20001.00; 19996.00; 19999.00; 19999.00; 20008.00;   0.94; 1007.78; 198109.00;   0.50;
09:44:38
-34.89;   6.47; 1000.40; 565.95; 5047.96; 11134.90;   1.24;   6.58; -224.55; 13277.00; 19994.00; 19996.00; 20003.00; 19996.00; 20003.00;   0.94; 1001.03; 198109.00;   0.50;
-38.06;   8.42; 999.30; 487.20; 5179.21; 10973.03;   1.67;   6.66; -223.43; 29795.00; 20000.00; 20000.00; 19996.00; 20003.00; 19996.00;   0.93; 1000.06; 195645.00;   0.50;
-37.70;  11.35; 1003.21; 1825.95; 5122.34; 9721.78;   2.14;   6.69; -222.38; 10194.00; 20003.00; 19996.00; 20018.00; 19980.00; 20003.00;   0.93; 1003.98; 195645.00;   0.50;
-34.89;  13.91; 1005.89; 1585.32; 4369.84; 9083.03;   2.58;   6.72; -221.43; 26488.00; 19996.00; 20003.00; 20263.00; 19738.00; 19993.00;   0.94; 1006.59; 195645.00;   0.50;
-34.04;  14.52; 1008.94; 1878.45; 2943.59; 8540.53;   2.91;   6.79; -220.52; 5057.00; 19999.00; 20008.00; 19994.00; 19995.00; 20018.00;   0.94; 1009.62; 195645.00;   0.50;
-32.82;  15.86; 1007.96; 1257.20; 2536.71; 7652.40;   3.18;   6.88; -219.65; 4971.00; 19985.00; 19996.00; 20003.00; 20271.00; 19728.00;   0.94; 1008.62; 195645.00;   0.50;
-23.91;  15.37; 1007.96; -545.30; 3761.71; 6274.27;   3.42;   6.90; -218.85; 1353.00; 19959.00; 19993.00; 20001.00; 19996.00; 20003.00;   0.96; 1008.36; 195645.00;   0.50;
-14.40;  11.10; 1009.67; -265.30; 3455.46; 4948.65;   3.64;   6.98; -218.14; 34062.00; 20026.00; 19970.00; 20003.00; 20045.00; 19950.00;   0.97; 1009.84; 195645.00;   0.50;
-8.66;   5.98; 1004.91; -619.67; 2663.59; 4253.02;   3.78;   7.02; -217.44; 29820.00; 20003.00; 20000.00; 19996.00; 20005.00; 19993.00;   0.98; 1004.97; 195645.00;   0.50;
-3.05;  -7.81; 1003.82; 145.95; 2212.96; 3224.90;   3.84;   7.01; -216.81; 11145.00; 20003.00; 19996.00; 20003.00; 19996.00; 20026.00;   0.99; 1003.85; 195645.00;   0.50;
09:44:39
4.51;  -9.76; 1005.65; 495.95; 1985.46; 3176.77;   3.92;   6.96; -216.28; 70405.00; 19976.00; 19995.00; 20003.00; 19996.00; 19999.00;   0.99; 1005.70; 195645.00;   0.50;
13.30;  -0.61; 1005.04; 697.20; 1062.34; 3592.40;   3.97;   6.96; -215.83; 1213.00; 20003.00; 19996.00; 20003.00; 19996.00; 20140.00;   0.98; 1005.12; 195653.00;   0.50;
13.66;  -2.32; 1002.23; 1117.20; 235.46; 2944.90;   3.94;   6.95; -215.44; 5045.00; 19862.00; 20158.00; 19837.00; 19999.00; 20003.00;   0.98; 1002.33; 195653.00;   0.50;
14.03;  -2.93; 1003.21; 920.33; 694.84; 1391.78;   3.90;   6.87; -215.11; 1613.00; 19996.00; 19999.00; 20003.00; 19999.00; 20220.00;   0.97; 1003.31; 195653.00;   0.50;
16.47;  -4.27; 1003.82; 684.08; 1521.71; -450.10;   3.94;   6.76; -214.89; 49616.00; 19781.00; 20038.00; 20003.00; 19954.00; 19999.00;   0.97; 1003.96; 195653.00;   0.50;
19.03;  -4.27; 1006.26; -1520.93; 1819.21; -975.10;   4.04;   6.64; -214.80; 63857.00; 19999.00; 19999.00; 20048.00; 19982.00; 19969.00;   0.97; 1006.45; 195653.00;   0.50;
20.86;  -3.78; 1009.79; -1958.43; 935.46; -314.48;   4.12;   6.59; -214.81; 28489.00; 20068.00; 19931.00; 19999.00; 19999.00; 20003.00;   0.96; 1010.02; 195653.00;   0.50;
20.86;  -3.90; 1009.67; -514.67; 296.71; -454.48;   4.17;   6.52; -214.98; 93153.00; 20000.00; 20042.00; 19954.00; 20034.00; 19964.00;   0.96; 1009.90; 195653.00;   0.50;
20.86;  -3.90; 1009.67; 535.33; -963.29; -423.85;   4.19;   6.36; -215.21; 193355.00; 20001.00; 19998.00; 19999.00; 20002.00; 19997.00;   0.96; 1009.90; 195653.00;   0.50;
20.86;  -3.90; 1009.67; 1086.57; -1750.79; -2151.98;   4.10;   6.18; -215.45; 293534.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;   0.96; 1009.90; 195653.00;   0.50;
09:44:40
18.91;  -4.03; 1009.55; 2364.07; -1938.91; -4934.48;   3.93;   6.05; -215.78; 811.00; 19999.00; 19999.00; 20001.00; 20001.00; 19999.00;   0.97; 1009.74; 195653.00;   0.50;
16.35;  -5.12; 1008.70; 1034.07; -1160.16; -7301.35;   3.76;   5.90; -216.23; 51693.00; 20002.00; 19996.00; 19999.00; 20008.00; 19996.00;   0.97; 1008.84; 195653.00;   0.50;
15.37;  -6.47; 1009.06; -554.05; -1313.29; -7603.23;   3.63;   5.81; -216.84; 11677.00; 19993.00; 20001.00; 19998.00; 20003.00; 19996.00;   0.97; 1009.20; 196358.00;   0.50;
14.88;  -7.32; 1008.45; -1643.43; -1680.79; -8093.23;   3.51;   5.72; -217.63; 28084.00; 20001.00; 20088.00; 19910.00; 20001.00; 20009.00;   0.97; 1008.59; 196358.00;   0.50;
26.11;  -3.17; 1006.99; -1345.93; -2210.16; -9147.60;   3.32;   5.66; -218.57; 26055.00; 20028.00; 19958.00; 20003.00; 20040.00; 19961.00;   0.95; 1007.33; 196358.00;   0.50;
27.45;   6.59; 1004.79; -663.42; -3229.54; -10153.85;   3.09;   5.55; -219.64; 23347.00; 19997.00; 20001.00; 20030.00; 19965.00; 20003.00;   0.95; 1005.19; 196358.00;   0.50;
27.08;  14.64; 1004.79; -129.67; -3448.29; -12188.22;   2.80;   5.37; -220.78; 21005.00; 19996.00; 19999.00; 19999.00; 20003.00; 20000.00;   0.95; 1005.26; 196358.00;   0.50;
26.35;  18.54; 1001.74; 1397.20; -3662.66; -13553.22;   2.50;   5.18; -222.04; 98266.00; 19996.00; 20003.00; 19996.00; 20003.00; 19996.00;   0.95; 1002.26; 196358.00;   0.50;
29.04;  33.43; 1004.30; 1427.82; -3470.16; -15014.47;   2.22;   5.01; -223.42; 50990.00; 19999.00; 20003.00; 20000.00; 20001.00; 19995.00;   0.95; 1005.28; 196358.00;   0.50;
34.89;  37.82; 1006.26; 132.83; -3544.54; -16427.60;   1.93;   4.90; -224.92; 14163.00; 20003.00; 19996.00; 20003.00; 20000.00; 20000.00;   0.94; 1007.57; 196358.00;   0.50;
09:44:41
42.94;  48.92; 1007.48; -1582.18; -4095.79; -17271.97;   1.55;   4.95; -226.55; 44973.00; 19997.00; 20002.00; 19996.00; 20003.00; 19996.00;   0.92; 1009.58; 196358.00;   0.50;
45.38;  48.56; 1006.26; -580.30; -5994.54; -17495.10;   1.03;   5.11; -228.26; 1350.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;   0.92; 1008.45; 195529.00;   0.50;
49.53;  45.75; 1005.04; 264.08; -7678.91; -16926.35;   0.38;   5.19; -230.00; 40392.00; 20000.00; 20002.00; 19996.00; 20003.00; 19996.00;   0.91; 1007.30; 195529.00;   0.50;
60.51;  31.23; 1005.28; 749.70; -8186.41; -17425.10;  -0.34;   5.13; -231.77; 4198.00; 19999.00; 19999.00; 20003.00; 19999.00; 19997.00;   0.89; 1007.58; 195529.00;   0.50;
60.76;  27.57; 1005.77; 110.95; -8072.66; -17796.97;  -1.10;   5.14; -233.54; 70179.00; 20003.00; 20000.00; 20039.00; 19956.00; 19999.00;   0.89; 1007.98; 195529.00;   0.50;
60.76;  27.57; 1005.77; -724.67; -8282.66; -17355.10;  -1.88;   5.04; -235.27; 170301.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;   0.89; 1007.98; 195529.00;   0.50;
60.76;  27.57; 1005.77; -300.30; -7705.16; -17530.10;  -2.63;   4.91; -236.96; 270180.00; 19999.00; 19999.00; 19999.00; 20043.00; 19955.00;   0.89; 1007.98; 195529.00;   0.50;
-5.61; 444.08; 927.69; -729.05; -6729.54; -16956.97;  -3.27;   4.93; -238.68; 370513.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;   0.99; 1028.52; 195529.00;   0.50;
-7.81; 434.56; 907.19; -1840.30; -6152.04; -16781.97;  -3.82;   5.15; -240.38; 470620.00; 19999.00; 19999.00; 19999.00; 20002.00; 19997.00;   0.98; 1005.93; 195529.00;   0.50;
60.88;  26.72; 1007.72; -1219.05; -6558.91; -16296.35;  -4.38;   5.22; -242.04; 75597.00; 19999.00; 19999.00; 20101.00; 19898.00; 19999.00;   0.89; 1009.91; 195529.00;   0.50;
09:44:42
61.98;  27.94; 1008.45; -505.92; -6449.54; -16239.47;  -4.92;   5.22; -243.69; 36477.00; 20002.00; 19999.00; 20001.00; 20040.00; 19956.00;   0.89; 1010.74; 195529.00;   0.50;
66.37;  33.92; 1006.01; -317.80; -6685.79; -15635.72;  -5.44;   5.21; -245.36; 35544.00; 19999.00; 20003.00; 19996.00; 20004.00; 19996.00;   0.88; 1008.77; 195529.00;   0.50;
67.59;  35.26; 1005.65;  84.70; -6935.16; -14826.35;  -6.02;   5.28; -246.95; 96058.00; 20000.00; 19998.00; 19998.00; 19999.00; 19999.00;   0.88; 1008.53; 198364.00;   0.50;
67.59;  35.26; 1005.65; -169.05; -5526.41; -15587.60;  -6.52;   5.39; -248.56; 196265.00; 19999.00; 19999.00; 20045.00; 19956.00; 19997.00;   0.88; 1008.53; 198364.00;   0.50;
68.81;  36.23; 1004.30; -825.30; -4148.29; -15933.22;  -6.87;   5.49; -250.22; 61394.00; 19999.00; 19999.00; 20003.00; 19996.00; 20018.00;   0.88; 1007.31; 198364.00;   0.50;
76.74;  40.14; 999.42;  45.33; -4581.41; -14248.85;  -7.13;   5.54; -251.86; 26613.00; 19980.00; 20003.00; 19996.00; 20003.00; 19996.00;   0.86; 1003.17; 198364.00;   0.50;
78.57;  40.50; 1001.13; 684.08; -6423.29; -12678.22;  -7.51;   5.61; -253.35; 23409.00; 19999.00; 19999.00; 19999.00; 19999.00; 20003.00;   0.86; 1005.03; 198364.00;   0.50;
96.26;  41.24; 1008.09; -777.17; -6261.41; -12026.35;  -8.00;   5.78; -254.76; 8930.00; 19996.00; 20023.00; 19975.00; 20003.00; 20002.00;   0.83; 1013.51; 198364.00;   0.50;
100.65;  40.14; 1006.62; -2334.68; -5675.16; -11273.85;  -8.47;   5.98; -256.11; 2985.00; 19998.00; 20019.00; 19980.00; 19999.00; 20006.00;   0.82; 1012.44; 198364.00;   0.50;
107.12;  36.23; 1004.06; -2374.05; -5640.16; -10293.85;  -8.90;   6.06; -257.36; 21280.00; 20009.00; 19984.00; 19996.00; 19999.00; 20003.00;   0.81; 1010.41; 198364.00;   0.50;
09:44:43
110.78;  32.45; 1002.72; -1844.68; -5810.79; -9843.22;  -9.37;   6.09; -258.55; 3677.00; 19998.00; 20001.00; 19996.00; 19999.00; 19999.00;   0.80; 1009.34; 198364.00;   0.50;
113.22;  25.74; 999.79; -1030.93; -6187.04; -9550.10;  -9.85;   6.11; -259.67; 45680.00; 20027.00; 20003.00; 19973.00; 19998.00; 19999.00;   0.79; 1006.51; 198364.00;   0.50;
73.81; -43.92; 1007.35; -1324.05; -5723.29; -8675.10; -10.29;   6.07; -260.73; 2847.00; 20001.00; 19996.00; 20003.00; 19996.00; 19999.00;   0.87; 1011.01; 196163.00;   0.50;
67.83; -61.85; 1002.11; -527.80; -5075.79; -7371.35; -10.68;   6.03; -261.75; 240.00; 20003.00; 19996.00; 19999.00; 20002.00; 20001.00;   0.88; 1006.30; 196163.00;   0.50;
53.56; -78.69; 1012.11; -361.55; -4773.91; -6649.48; -11.01;   6.01; -262.69; 1848.00; 19996.00; 20043.00; 19960.00; 20000.00; 20198.00;   0.90; 1016.58; 196163.00;   0.50;
61.49; -85.89; 1004.43; -422.80; -4240.16; -6325.73; -11.25;   5.98; -263.60; 37165.00; 19801.00; 19997.00; 20008.00; 19994.00; 19996.00;   0.89; 1009.96; 196163.00;   0.50;
56.85; -88.82; 1001.99; -339.67; -3198.91; -6023.85; -11.41;   5.96; -264.43; 17362.00; 19999.00; 19999.00; 20003.00; 19997.00; 20002.00;   0.90; 1007.52; 196163.00;   0.50;
41.60; -90.65; 1009.06; -624.05; -1680.79; -5800.73; -11.47;   5.97; -265.21; 12274.00; 19996.00; 20001.00; 19998.00; 20045.00; 19957.00;   0.92; 1013.98; 196163.00;   0.50;
