ESTABILIDAD;03/10/2025 09:47:31;DOBACK027;Sesión:1;
ax; ay; az; gx; gy; gz; roll; pitch; yaw; timeantwifi; usciclo1; usciclo2; usciclo3; usciclo4; usciclo5; si; accmag; microsds; k3
11.22;   7.93; 1000.03; -2063.16; 8020.34; 20022.45;   9.33;  20.82; 2341.16; 16725.00; 20003.00; 19996.00; 20003.00; 19996.00; 20001.00;   0.98; 1000.13; 194999.00;   0.50;
11.10;   8.17; 1000.28; -2120.04; 8037.84; 20013.70;   9.33;  20.83; 2343.38; 1425.00; 20000.00; 20080.00; 19916.00; 20003.00; 19999.00;   0.98; 1000.37; 194999.00;   0.50;
11.35;   8.05; 999.79; -2137.54; 7985.34; 20127.45;   9.32;  20.84; 2345.60; 20970.00; 20001.00; 20000.00; 20000.00; 20036.00; 19962.00;   0.98; 999.89; 194999.00;   0.50;
11.35;   7.69; 999.30; -2085.04; 7937.21; 20123.07;   9.31;  20.85; 2347.83; 205.00; 20001.00; 19997.00; 20001.00; 20097.00; 19899.00;   0.98; 999.40; 194999.00;   0.50;
09:47:37
11.10;   7.93; 999.79; -1993.16; 7963.46; 20219.32;   9.31;  20.87; 2350.05; 6656.00; 20000.00; 20001.00; 19997.00; 20000.00; 20002.00;   0.98; 999.88; 194999.00;   0.50;
10.98;   8.05; 1001.99; -1253.79; 7810.34; 20302.45;   9.30;  20.88; 2352.28; 47392.00; 19996.00; 19999.00; 20003.00; 19996.00; 19999.00;   0.98; 1002.08; 193983.00;   0.50;
10.86;   8.54; 1003.82; -1363.16; 7954.71; 19891.20;   9.30;  20.85; 2354.52; 52032.00; 20003.00; 19997.00; 20002.00; 19996.00; 20047.00;   0.98; 1003.91; 193983.00;   0.50;
10.74;   8.66; 1004.06; -1783.16; 7950.34; 19856.20;   9.29;  20.84; 2356.75; 49997.00; 19951.00; 20006.00; 19995.00; 20000.00; 19997.00;   0.98; 1004.15; 193983.00;   0.50;
10.74;   8.54; 1004.79; -2491.91; 7989.71; 20245.57;   9.28;  20.85; 2358.98; 13876.00; 19999.00; 20074.00; 19919.00; 20002.00; 19998.00;   0.98; 1004.89; 193983.00;   0.50;
10.61;   8.54; 1004.55; -2426.29; 7980.96; 20057.45;   9.27;  20.87; 2361.20; 17015.00; 19998.00; 20002.00; 19996.00; 19999.00; 20000.00;   0.98; 1004.64; 193983.00;   0.50;
10.49;   8.54; 1004.55; -2373.79; 8055.34; 19856.20;   9.27;  20.89; 2363.42; 58213.00; 19998.00; 20000.00; 19999.00; 20001.00; 19997.00;   0.98; 1004.64; 193983.00;   0.50;
10.49;   8.78; 1005.04; -2085.04; 8112.21; 19781.82;   9.27;  20.91; 2365.65; 75244.00; 19999.00; 20003.00; 19996.00; 20013.00; 19986.00;   0.98; 1005.13; 193983.00;   0.50;
10.74;   9.03; 1005.28; -1765.66; 7928.46; 19851.82;   9.26;  20.92; 2367.88; 1257.00; 19999.00; 19999.00; 20000.00; 20004.00; 19994.00;   0.98; 1005.38; 193983.00;   0.50;
10.37;   8.78; 1005.52; -1721.91; 8011.59; 19799.32;   9.25;  20.92; 2370.11; 872.00; 20167.00; 19831.00; 20002.00; 20001.00; 19999.00;   0.98; 1005.62; 193983.00;   0.50;
09:47:38
10.13;   9.03; 1006.38; -1875.04; 8099.09; 19711.82;   9.24;  20.92; 2372.34; 11034.00; 19998.00; 20000.00; 19997.00; 19999.00; 20003.00;   0.98; 1006.47; 193983.00;   0.50;
10.61;   8.78; 1004.43; -2032.54; 8037.84; 19864.95;   9.24;  20.92; 2374.56; 64561.00; 20000.00; 19997.00; 20001.00; 19997.00; 20044.00;   0.98; 1004.52; 194873.00;   0.50;
11.47;   8.42; 1005.16; -2185.66; 8037.84; 19939.32;   9.24;  20.93; 2376.78; 9809.00; 19954.00; 19999.00; 20000.00; 20001.00; 20001.00;   0.98; 1005.26; 194873.00;   0.50;
10.74;   8.78; 1005.28; -1980.04; 7985.34; 19939.32;   9.23;  20.94; 2379.01; 26038.00; 19996.00; 19999.00; 20003.00; 20000.00; 19999.00;   0.98; 1005.38; 194873.00;   0.50;
10.37;   8.78; 1004.91; -1875.04; 7897.84; 19996.20;   9.22;  20.94; 2381.24; 6782.00; 19997.00; 19999.00; 19999.00; 20003.00; 19997.00;   0.98; 1005.01; 194873.00;   0.50;
10.61;   8.54; 1004.79; -1910.04; 8037.84; 19838.70;   9.21;  20.95; 2383.46; 2167.00; 19998.00; 20000.00; 19998.00; 20000.00; 19999.00;   0.98; 1004.88; 194873.00;   0.50;
10.61;   8.66; 1003.82; -2093.79; 8055.34; 19952.45;   9.21;  20.96; 2385.68; 18361.00; 19999.00; 19998.00; 20114.00; 19884.00; 20000.00;   0.98; 1003.91; 194873.00;   0.50;
10.74;   8.54; 1004.67; -1752.54; 7897.84; 19934.95;   9.21;  20.98; 2387.89; 21196.00; 19998.00; 20003.00; 19996.00; 20003.00; 19996.00;   0.98; 1004.76; 194873.00;   0.50;
10.37;   8.78; 1005.04; -1783.16; 7963.46; 19952.45;   9.21;  20.98; 2390.12; 47769.00; 20000.00; 20001.00; 19998.00; 20003.00; 19995.00;   0.98; 1005.13; 194873.00;   0.50;
10.49;   8.91; 1004.43; -1739.41; 7945.96; 19908.70;   9.20;  20.97; 2392.34; 14049.00; 19999.00; 20003.00; 19997.00; 20001.00; 20001.00;   0.98; 1004.52; 194873.00;   0.50;
09:47:39
10.86;   8.78; 1004.67; -2680.04; 8112.21; 19930.57;   9.21;  21.00; 2394.56; 10877.00; 19998.00; 20190.00; 19810.00; 20001.00; 19999.00;   0.98; 1004.77; 194873.00;   0.50;
10.74;   8.78; 1004.43; -3393.16; 8295.96; 20241.20;   9.21;  21.01; 2396.77; 1983.00; 20001.00; 19999.00; 20040.00; 19958.00; 19998.00;   0.98; 1004.52; 193732.00;   0.50;
10.61;   8.66; 1004.06; -1708.79; 8212.84; 19978.70;   9.23;  21.16; 2398.94; 6069.00; 20000.00; 19997.00; 19999.00; 20003.00; 19997.00;   0.98; 1004.15; 193732.00;   0.50;
10.86;   8.66; 1004.43; -549.41; 8435.96; 19059.95;   9.28;  21.06; 2401.15; 54296.00; 20001.00; 19997.00; 20000.00; 20019.00; 19978.00;   0.98; 1004.52; 193732.00;   0.50;
10.74;   8.54; 1004.79; -1905.66; 8269.71; 19304.95;   9.32;  20.98; 2403.38; 733.00; 19999.00; 19999.00; 19999.00; 20003.00; 19996.00;   0.98; 1004.89; 193732.00;   0.50;
10.86;   8.54; 1004.43; -3581.29; 8037.84; 19738.07;   9.27;  21.03; 2405.61; 14658.00; 20003.00; 19996.00; 19999.00; 20000.00; 20002.00;   0.98; 1004.52; 193732.00;   0.50;
10.86;   8.78; 1003.82; -1993.16; 7819.09; 19886.82;   9.22;  21.10; 2407.85; 11314.00; 19996.00; 20000.00; 20002.00; 19997.00; 20002.00;   0.98; 1003.91; 193732.00;   0.50;
10.98;   8.78; 1004.43; -571.29; 8182.21; 19471.20;   9.21;  21.14; 2410.06; 60616.00; 19997.00; 20001.00; 20002.00; 19995.00; 19999.00;   0.98; 1004.52; 193732.00;   0.50;
11.10;   8.54; 1005.16; -1472.54; 8169.09; 19856.20;   9.26;  21.06; 2412.27; 12830.00; 20000.00; 19999.00; 20001.00; 20001.00; 20037.00;   0.98; 1005.26; 193732.00;   0.50;
10.74;   8.30; 1004.30; -2063.16; 7635.34; 20074.95;   9.23;  21.04; 2414.51; 1924.00; 19958.00; 20000.00; 19999.00; 20001.00; 19998.00;   0.98; 1004.40; 193732.00;   0.50;
09:47:40
10.61;   8.91; 1005.04; -2789.41; 7945.96; 20171.20;   9.21;  21.08; 2416.73; 2798.00; 19998.00; 19999.00; 20003.00; 19996.00; 20000.00;   0.98; 1005.13; 193732.00;   0.50;
10.74;   8.78; 1003.21; -2505.04; 8090.34; 19983.07;   9.19;  21.13; 2418.94; 49809.00; 20002.00; 19996.00; 20000.00; 20001.00; 19997.00;   0.98; 1003.30; 194182.00;   0.50;
11.22;   8.54; 1003.57; -1818.16; 8422.84; 19519.32;   9.21;  21.13; 2421.14; 14407.00; 20041.00; 19959.00; 20001.00; 19997.00; 20003.00;   0.98; 1003.67; 194182.00;   0.50;
11.10;   7.93; 1009.92; -1026.29; 7753.46; 19934.95;   9.23;  21.11; 2423.35; 12326.00; 19996.00; 20022.00; 19976.00; 20002.00; 19998.00;   0.98; 1010.01; 194182.00;   0.50;
8.17;   7.56; 1006.99; -1210.04; 7797.21; 19991.82;   9.18;  21.09; 2425.60; 44844.00; 20001.00; 19997.00; 20000.00; 20001.00; 19997.00;   0.98; 1007.05; 194182.00;   0.50;
14.64;  12.44; 1000.64; -2036.91; 8050.96; 19926.20;   9.17;  21.09; 2427.82; 7295.00; 19999.00; 19999.00; 20101.00; 19901.00; 19997.00;   0.97; 1000.83; 194182.00;   0.50;
11.96;  15.74; 1002.84; -2505.04; 8164.71; 19838.70;   9.17;  21.12; 2430.03; 20517.00; 20011.00; 19988.00; 20001.00; 19997.00; 20000.00;   0.98; 1003.03; 194182.00;   0.50;
13.30;   7.81; 1003.94; -2176.91; 8186.59; 19799.32;   9.18;  21.14; 2432.23; 4764.00; 19998.00; 20003.00; 20000.00; 19996.00; 20012.00;   0.98; 1004.06; 194182.00;   0.50;
13.18;   6.71; 1004.55; -1997.54; 7954.71; 20022.45;   9.17;  21.15; 2434.44; 19962.00; 19987.00; 20039.00; 19960.00; 20002.00; 19998.00;   0.98; 1004.66; 194182.00;   0.50;
13.18;   6.59; 1006.01; -1739.41; 7871.59; 19851.82;   9.15;  21.15; 2436.67; 40161.00; 19999.00; 20005.00; 19992.00; 20003.00; 19996.00;   0.98; 1006.12; 194182.00;   0.50;
09:47:41
12.93;   7.44; 1007.48; -2001.91; 8160.34; 19794.95;   9.13;  21.16; 2438.89; 70724.00; 20002.00; 20000.00; 20002.00; 19994.00; 19999.00;   0.98; 1007.59; 194182.00;   0.50;
12.69;   7.81; 1006.99; -2268.79; 8164.71; 19869.32;   9.13;  21.17; 2441.11; 58380.00; 19999.00; 19999.00; 20003.00; 19997.00; 19998.00;   0.98; 1007.10; 193939.00;   0.50;
12.20;  13.42; 1006.50; -2255.66; 8107.84; 19891.20;   9.13;  21.18; 2443.31; 9356.00; 20003.00; 19996.00; 20000.00; 20001.00; 19998.00;   0.98; 1006.66; 193939.00;   0.50;
12.20;  10.49; 1005.28; -2006.29; 8037.84; 19952.45;   9.11;  21.19; 2445.54; 7288.00; 20001.00; 20001.00; 20037.00; 19965.00; 19994.00;   0.98; 1005.41; 193939.00;   0.50;
12.44;   9.03; 1006.01; -1905.66; 8103.46; 19764.32;   9.09;  21.19; 2447.77; 19118.00; 20001.00; 19997.00; 20000.00; 19998.00; 20006.00;   0.98; 1006.13; 193939.00;   0.50;
12.69;   7.32; 1006.62; -1848.79; 8134.09; 19882.45;   9.09;  21.19; 2449.99; 1291.00; 19993.00; 20001.00; 20005.00; 20013.00; 19977.00;   0.98; 1006.73; 193939.00;   0.50;
12.57;   8.54; 1005.77; -2071.91; 8134.09; 19974.32;   9.08;  21.19; 2452.21; 50227.00; 20046.00; 19952.00; 20003.00; 19996.00; 19999.00;   0.98; 1005.88; 193939.00;   0.50;
12.57;   9.64; 1005.65; -1966.91; 8024.71; 20039.95;   9.07;  21.18; 2454.43; 48819.00; 20000.00; 20046.00; 19952.00; 20001.00; 20039.00;   0.98; 1005.77; 193939.00;   0.50;
12.20;  12.32; 1006.26; -2150.66; 8169.09; 19847.45;   9.07;  21.21; 2456.64; 21199.00; 19959.00; 20001.00; 20001.00; 20001.00; 19999.00;   0.98; 1006.41; 193939.00;   0.50;
12.32;  12.69; 1005.77; -2194.41; 8309.09; 19729.32;   9.08;  21.20; 2458.85; 1358.00; 19996.00; 20000.00; 19998.00; 20000.00; 19999.00;   0.98; 1005.92; 193939.00;   0.50;
09:47:42
12.20;  11.59; 1005.52; -1914.41; 8142.84; 19786.20;   9.09;  21.19; 2461.07; 6051.00; 20000.00; 20001.00; 19996.00; 20003.00; 19997.00;   0.98; 1005.66; 193939.00;   0.50;
12.44;  10.13; 1005.52; -1988.79; 8116.59; 19886.82;   9.09;  21.18; 2463.29; 3416.00; 20001.00; 19997.00; 20062.00; 19942.00; 19995.00;   0.98; 1005.65; 193074.00;   0.50;
12.57;   8.78; 1005.77; -1918.79; 8015.96; 20022.45;   9.08;  21.18; 2465.51; 17164.00; 20024.00; 20028.00; 19948.00; 19996.00; 20003.00;   0.98; 1005.88; 193074.00;   0.50;
12.57;  10.25; 1006.26; -1940.66; 8234.71; 19825.57;   9.08;  21.18; 2467.73; 71527.00; 19997.00; 20000.00; 19997.00; 20002.00; 19997.00;   0.98; 1006.39; 193074.00;   0.50;
12.44;  10.98; 1006.26; -2321.29; 8064.09; 19812.45;   9.10;  21.17; 2469.93; 1139.00; 19999.00; 19999.00; 20000.00; 19998.00; 20003.00;   0.98; 1006.39; 193074.00;   0.50;
12.20;  12.20; 1005.52; -1888.16; 7687.84; 20254.32;   9.08;  21.16; 2472.16; 716.00; 19999.00; 19998.00; 20001.00; 19998.00; 19998.00;   0.98; 1005.67; 193074.00;   0.50;
12.08;  11.83; 1005.77; -1765.66; 7749.09; 20070.57;   9.03;  21.17; 2474.40; 1548.00; 20000.00; 19998.00; 20003.00; 19996.00; 19999.00;   0.98; 1005.91; 193074.00;   0.50;
